Source,Destination,TE_Kraskov,Null Mean,Null Std Dev,P-value,Surrogates
0,1,0.007538665971359548,-0.0009532703955660249,0.009632811073672162,0.2,100
0,2,0.01292268814894959,-0.005991413246355715,0.011467465590412123,0.1,100
0,3,-0.005424773123499427,0.006506310533818849,0.008294823445218907,0.9,100
0,4,-0.01404578216310115,-0.003473909654588714,0.008575600851931075,0.9,100
0,5,0.004300891772411108,-0.0024177686263090583,0.007579479337939827,0.0,100
0,6,0.00023565380949464032,-0.002114434689589745,0.006953264583485365,0.4,100
0,7,0.029352908734434635,0.0040381539641504705,0.011652556881602286,0.0,100
0,8,0.015903337441564025,0.0004544731180512795,0.009047510429135593,0.0,100
0,9,0.013069249379725922,0.00113560443456584,0.011232826610569738,0.1,100
0,10,-0.01486185929302275,-0.0018514478100588316,0.012924296215290548,0.9,100
0,11,-0.00364696587518315,-0.0022654853361885052,0.006553924469139644,0.7,100
0,12,-0.005180082805380515,0.0008807224668969827,0.006543784274224509,0.8,100
0,13,0.005692636021754238,-0.0021720904707685563,0.015577574598417533,0.3,100
0,14,0.0016159979063148366,-0.003046313292032643,0.007042600721464507,0.3,100
0,15,-0.01022110419408162,-0.0012937659199960538,0.007757046784923828,0.8,100
0,16,0.007227208313548672,-0.005126376595781268,0.01135726657516779,0.1,100
0,17,-0.004392459523793024,-0.0031538041428321784,0.009203661150988097,0.5,100
0,18,-0.0013035284284687032,0.0012908233362834143,0.010145847802778296,0.5,100
0,19,-0.008061904733707215,0.0017819821331198859,0.012397437826411648,0.8,100
0,20,-0.07142606233172083,-0.07258794738183356,0.004874636373368105,0.4,100
0,21,-0.07970947370142045,-0.08201489777760519,0.003845688571845295,0.2,100
0,22,-0.020259535212130253,-0.019053633264575848,0.006166180796702279,0.6,100
0,23,-0.012090398154521786,0.0022253913896912725,0.008231522859752538,0.9,100
0,24,-0.05995754128082392,-0.061039858898266,0.005300943945863245,0.5,100
0,25,-0.03128457896419362,-0.04454971921158915,0.006845483549215564,0.1,100
0,26,-0.10291110202843112,-0.10444140160366162,0.00301370498465922,0.3,100
0,27,-0.10114973032418595,-0.10338339151443499,0.0027927461690917996,0.2,100
0,28,0.005422632862880639,-0.004169240232608828,0.008666694433480568,0.1,100
0,29,0.004063476921515541,-0.00016542287558227176,0.008973088452488107,0.3,100
0,30,0.000429233387980954,0.000346867530932371,0.007794600174937413,0.6,100
0,31,-0.05397552074430084,-0.052446216857334485,0.004518462085137954,0.7,100
0,32,0.014054164847971728,-0.0025330700185216327,0.004749128060074317,0.0,100
0,33,0.003306948445321811,-0.00547667505435544,0.008133675544286215,0.2,100
0,34,-0.10379781804278265,-0.1025944306397212,0.003475266324648413,0.6,100
0,35,-0.04071684349542831,-0.04434356100884067,0.004225385278181731,0.1,100
1,0,0.010482690750595158,0.0007635834459865043,0.005577223731715199,0.0,100
1,2,0.0062553737709072355,-0.003517623046481161,0.009503253780241423,0.2,100
1,3,-0.001270066768218281,0.0024329877240772957,0.015051148939587207,0.6,100
1,4,0.0023795268661101487,-0.002026365964847038,0.011219110040996488,0.4,100
1,5,-0.010020158342507024,0.0018954407100245819,0.011633743518403943,0.8,100
1,6,-0.0022343678870892503,-0.0007664124112486126,0.011297645025587243,0.5,100
1,7,0.013139776514441093,-0.00082341397040549,0.011658749291562515,0.2,100
