Source,Destination,TE_Kraskov,Null Mean,Null Std Dev,P-value,Surrogates
0,1,0.017658649357931044,-0.009515099853103538,0.006904824757206185,0.0,100
0,2,0.21563825884730484,-0.07215918889414712,0.003465349827051894,0.0,100
0,3,0.10625457765668211,-0.05365563991919427,0.004424448821622585,0.0,100
0,4,0.17293259729207627,-0.05989623066863702,0.00413523061222325,0.0,100
0,5,0.2947169107151457,-0.08384175051593357,0.0031752073830322593,0.0,100
0,6,0.038788981805305656,-0.014096790290644796,0.006389200804506519,0.0,100
0,7,0.08332074061775468,-0.0329493864455608,0.004893720563812416,0.0,100
0,8,0.06230449873611649,-0.030313370392865416,0.0052967452833306925,0.0,100
0,9,0.1128340644116832,-0.03364048347355831,0.004727969253198503,0.0,100
0,10,0.2533464736701133,-0.08395313935437297,0.003321423186021715,0.0,100
0,11,0.06737517901248208,-0.02632259128382273,0.006000209330401245,0.0,100
0,12,0.270023992069225,-0.08397368106955602,0.0034494337220624463,0.0,100
0,13,0.108529960660046,-0.04540878345312245,0.00399317361251838,0.0,100
0,14,0.18101323191974575,-0.06884087722535019,0.0037879771896983543,0.0,100
0,15,0.3255023603546695,-0.08854165655037222,0.0031971694854395086,0.0,100
0,16,0.08562004965783288,-0.03637123295973473,0.004683687624814702,0.0,100
0,17,0.08157524811810546,-0.029931395936032366,0.0050174457064945735,0.0,100
0,18,0.08241932728480522,-0.036011255714141314,0.005153788325112496,0.0,100
0,19,0.05850529817131905,-0.02980022110151361,0.005102175356392198,0.0,100
0,20,0.31928439040300494,-0.09316414946376096,0.003267621782827288,0.0,100
0,21,0.2851367438678876,-0.09959179692259015,0.002456843820865553,0.0,100
0,22,0.20610300633836695,-0.05632241766142501,0.004841849561665976,0.0,100
0,23,0.24852772919667632,-0.1038135200255939,0.0027584071539064497,0.0,100
0,24,0.21651337953602187,-0.08050454643077652,0.0036891852674841683,0.0,100
0,25,0.2728525949747807,-0.10546197921106297,0.0025509074219501856,0.0,100
0,26,0.35854732395742844,-0.10509941696597133,0.002958749807630888,0.0,100
0,27,0.3144070369220044,-0.09779149181580518,0.00252472895459925,0.0,100
0,28,0.2599008918676763,-0.030569622975267097,0.005619503919371392,0.0,100
0,29,0.33680365959023334,-0.08133151935872127,0.0035964702062223136,0.0,100
0,30,0.2715777525313353,-0.027872291854149987,0.0063407686978629516,0.0,100
0,31,0.285668794536698,-0.09154181261121767,0.002948376246451863,0.0,100
0,32,0.22740044804753015,-0.03013797284806488,0.005420679060059269,0.0,100
0,33,0.34294533863408505,-0.07745519618709602,0.0031794836726841053,0.0,100
0,34,0.4475126528729434,-0.09236642651732672,0.0031746015389903692,0.0,100
0,35,0.4654525684213767,-0.07674275911414666,0.003311729923399136,0.0,100
1,0,0.037990443268105856,-0.09010174492592665,0.0031763365242414607,0.0,100
1,2,0.03637991002201918,-0.0737164497663369,0.003245645153427746,0.0,100
1,3,0.05322815021659649,-0.056972533024065734,0.00427484137257653,0.0,100
1,4,0.05059720040543675,-0.061846863647662335,0.0037563597777229016,0.0,100
1,5,0.04331016380082964,-0.08577404019537957,0.0032766796004690363,0.0,100
1,6,0.008560282867267122,-0.015832440070058497,0.00622329475537744,0.0,100
1,7,0.03391017557648074,-0.03596613120925607,0.005117360101480359,0.0,100
1,8,0.03674431900859043,-0.03442040912298163,0.005131702639087836,0.0,100
1,9,0.0456783489193025,-0.03685819596735754,0.004714245564570461,0.0,100
1,10,0.03319439634632615,-0.0862701030742668,0.003377558887915408,0.0,100
1,11,0.032107853773469086,-0.031078633547253667,0.005217024919034535,0.0,100
1,12,0.008111599038056305,-0.08618294709693909,0.003330032527168882,0.0,100
1,13,0.038274248424700785,-0.048440310695258795,0.004657842222423015,0.0,100
1,14,0.050230262564355366,-0.07142413189457729,0.00394912735384634,0.0,100
1,15,0.040287845659312094,-0.08945884386611076,0.0032795741088509378,0.0,100
1,16,0.0288298162356741,-0.04050149742975245,0.005104904914932461,0.0,100
1,17,0.03455353008332124,-0.0334348245265419,0.005503522239266693,0.0,100
1,18,0.03762043081651628,-0.039262414629667036,0.00449305118773639,0.0,100
1,19,0.03345920028774746,-0.03273219442540378,0.004991527966335461,0.0,100
1,20,0.021662380608842957,-0.09422122039548557,0.0030618850172052427,0.0,100
1,21,0.01599925473790309,-0.09951636029480931,0.0026655313282842965,0.0,100
1,22,0.06098759482492494,-0.05913662769117221,0.004225207596366687,0.0,100
1,23,-0.011064185132274251,-0.10461464161018572,0.002987061707876007,0.0,100
1,24,0.03923055354783256,-0.08256150112539223,0.0036489317991106563,0.0,100
1,25,-0.019985421762271194,-0.10585539304230968,0.002908734509165833,0.0,100
1,26,0.007549897277912387,-0.10514448277447233,0.002324645156628667,0.0,100
1,27,-0.0015099438553737299,-0.09780354634070969,0.002619759311612118,0.0,100
1,28,0.09380151172154783,-0.03461631855418762,0.004787126115381119,0.0,100
1,29,0.04982421509729551,-0.08268761504554263,0.0036842674445272242,0.0,100
1,30,0.09813504814884039,-0.029698414555826967,0.005127359612626724,0.0,100
1,31,0.019208346891753936,-0.09279113870345775,0.003176505686377137,0.0,100
1,32,0.09681823200748585,-0.03294138922766512,0.004902499799938974,0.0,100
1,33,0.03713084827218466,-0.0791774207554482,0.0032597171063433444,0.0,100
1,34,0.04659443156433318,-0.09364585468888745,0.0031983404693260564,0.0,100
1,35,0.09100038638787805,-0.07873582318450688,0.00362213269446641,0.0,100
2,0,0.333042728936848,-0.08488442434838779,0.003019886542311606,0.0,100
2,1,0.02796769028429469,-0.008607743551031834,0.006238673562071563,0.0,100
2,3,0.03503714371545247,-0.04838915288421371,0.00494295298321262,0.0,100
2,4,0.08377870454914443,-0.05365348017932932,0.004408441730267759,0.0,100
2,5,0.2100221039264104,-0.07973302343136182,0.0038689083828262498,0.0,100
2,6,0.014236471146374718,-0.012682641769730395,0.006442445004249725,0.0,100
2,7,0.024154625818888442,-0.028601977066940513,0.005552473400720119,0.0,100
2,8,0.014043699803822807,-0.02697959756106005,0.005204490605595409,0.0,100
2,9,0.03517584500679738,-0.029316018003820613,0.004822020993282954,0.0,100
2,10,0.27155081548110915,-0.07956299552447862,0.0034834826408107786,0.0,100
2,11,0.024164187463733,-0.023580553884028334,0.00594176669957126,0.0,100
2,12,0.043434850077951115,-0.08076955514162014,0.003229549816394678,0.0,100
2,13,0.019330762930977352,-0.04036595806963697,0.004924423768390494,0.0,100
2,14,0.12360967215330038,-0.06343265102083732,0.004106149386938263,0.0,100
2,15,0.2588124747501057,-0.08443443103912396,0.003482629728327494,0.0,100
2,16,0.020622234564934394,-0.03366683737865278,0.005341223463400861,0.0,100
2,17,0.00919322911556969,-0.027184992343022775,0.005498942076489151,0.0,100
2,18,0.025663877001017965,-0.03174258894910698,0.005228344143355386,0.0,100
2,19,0.01675329802709208,-0.026992853276765337,0.005703840559866112,0.0,100
2,20,0.22391326803186326,-0.09063630542871261,0.0032938574580324027,0.0,100
2,21,0.20913439570918801,-0.09700014097643674,0.0029735091405374407,0.0,100
2,22,0.17395174348647405,-0.05320006832135363,0.0045240330071243,0.0,100
2,23,0.16727049787567932,-0.10058385257912708,0.003039069983170476,0.0,100
2,24,0.18073098165100734,-0.07688361873976576,0.004049037531212965,0.0,100
2,25,0.18536779285021865,-0.10237520848741535,0.002699250028820082,0.0,100
2,26,0.25947505288951633,-0.10279185711295515,0.002818623569203186,0.0,100
2,27,0.20943689882195396,-0.09635165528748786,0.0026897433642860025,0.0,100
