Source,Destination,TE_Kraskov,Null Mean,Null Std Dev,P-value,Surrogates
0,1,0.19541893667521323,-0.03257704052719658,0.00613585252195365,0.0,100
0,2,0.28321454210475294,-0.03209244004206904,0.006424447904647595,0.0,100
0,3,0.26966460760421895,-0.02752786680171277,0.010194139446242678,0.0,100
0,4,0.37687769366845586,-0.022764318947364408,0.008767988388958311,0.0,100
0,5,0.5192342188425533,-0.01996273069348019,0.004792237668959838,0.0,100
0,6,0.26642688471497933,-0.024425462772470447,0.01183556984506957,0.0,100
0,7,0.22119701699543978,-0.030054122308433788,0.0043736741481378225,0.0,100
0,8,0.2055137663261524,-0.027740110009945113,0.006324142200485372,0.0,100
0,9,0.16523960491554723,-0.03176604071040606,0.010066758519100452,0.0,100
0,10,0.3701879510323984,-0.025212050811287003,0.008956026448926766,0.0,100
0,11,0.2570020575523288,-0.025097559497781512,0.0095858568719081,0.0,100
0,12,0.3761355993448812,-0.025676756600517842,0.00717361126573432,0.0,100
0,13,0.2999846038685958,-0.026150291297247608,0.006377955688505544,0.0,100
0,14,0.5118232700544606,-0.019411344108834737,0.00828107010735002,0.0,100
0,15,0.4637184437259052,-0.018819028924723154,0.008208286939778629,0.0,100
0,16,0.1795068439655921,-0.032064724003248814,0.010186393520269179,0.0,100
0,17,0.19661872676448564,-0.044078651055804705,0.006910003174316023,0.0,100
0,18,0.20164004625118748,-0.027290767058803178,0.004789259340191422,0.0,100
0,19,0.14064491201073936,-0.028699933647701563,0.01008470594553253,0.0,100
0,20,0.07115958390922644,-0.0963015027699064,0.0030184888101094432,0.0,100
0,21,0.0588698337204549,-0.10243729578188128,0.0030344607594895196,0.0,100
0,22,0.16338694275041582,-0.05963876530096859,0.0033566641732738593,0.0,100
0,23,0.047580955903567534,-0.10658280632693531,0.0034572944708680426,0.0,100
0,24,0.09484070804686806,-0.08243042841412863,0.004811824791811059,0.0,100
0,25,0.005514148745658198,-0.10737979942540506,0.0029898871671814953,0.0,100
