Source,Target,InfoFlow,Error_InfoFlow,Tau,Error_Tau,R,Error_R
Var1,Var1,-0.13270464653215255,0.002081622755520043,-47.309004286915396,0.6351906136030131,1.0,0.0
Var1,Var2,-0.00011327031909643285,0.00013644535855073558,-0.0857375141874963,0.10179825375034739,-0.004921239608490295,0.0030886932641752793
Var1,Var3,1.6030302620156714e-05,6.374006521668033e-05,0.012695538933936334,0.04988534268068677,-0.0016727492283827809,0.0028870807287524457
Var1,Var4,0.00013508230369016074,0.00014200725798777663,0.0742541143660587,0.07733923818018237,0.005232976823253331,0.003214262541155315
Var1,Var5,0.043932419459576044,0.006026080835223416,10.011129123612927,1.1641476904978165,-0.43046583625872115,0.002274494440316512
Var1,Var6,-0.0007966186075910542,0.00032641401633399836,-0.30223528000648886,0.12142226573412003,-0.06381061486380421,0.002082439042132116
Var1,Var7,1.158435670159361e-06,6.914116163747534e-05,0.0004581892802376978,0.02716264329169832,-0.0014369327362555476,0.002731918772598275
Var1,Var8,-5.3473355205270516e-06,8.594618768384148e-05,-0.002146357822785656,0.03433463237835653,-0.0002585781436424111,0.002970497850523534
Var1,Var9,-0.0006746449916828211,0.0010536905564168272,-0.2528122440974026,0.3878526440082692,0.045397644151832624,0.0028910602809424767
Var1,Var10,0.0021312425915266213,0.0010202746145110653,0.9950053714183579,0.4646831442637422,-0.044513161244478815,0.002935705680658023
Var1,Var11,0.05094005278812617,0.0037830041156262087,20.560532050335503,1.0643315877641764,0.965394477763176,0.00018799482285790532
Var1,Var12,-0.0005018841798185939,0.0003743260966255861,-0.22031410556769637,0.1623142611821986,-0.01768788901848157,0.0029752720061532187
Var1,Var13,-0.00033584779892672963,0.00039243616380638086,-0.12598467702815272,0.14649639338246842,0.02462191058169198,0.0031059327697452567
Var1,Var14,2.0796635632587557e-06,6.247827672754318e-05,0.0009238977282282199,0.027699672735992727,0.0007992083256950588,0.0031683478952084904
Var1,Var15,0.07582637734639257,0.008428085816796162,20.688332397986557,2.241145523235913,-0.730540898499236,0.0015820893786311473
Var1,Var16,-0.0005067386872938598,8.289866140116787e-05,-0.731866030412201,0.11738163064031483,-0.02338844544786284,0.0022087389637829515
Var1,Var17,-8.560399885816584e-06,6.45957660131427e-05,-0.003712900485507059,0.02790391156022036,-0.0005039812848572472,0.0024993365713403258
Var1,Var18,0.00014033224826707678,0.00014953156256122807,0.05786964740920201,0.06144188718073461,0.005442468430592687,0.002743006209023088
