i,TE,err TE,p-value
neg34,0.014817065552035436,0.023700413207727665,0.5318517853633109
neg35,0.014817065552035436,0.024309073652884254,0.5421743963884325
neg36,0.013919852773382146,0.02529377116173357,0.5820949031953184
neg37,0.013766017707357081,0.024505273911715253,0.5742813550364534
neg38,0.013514460705135845,0.02717506396993871,0.6189696918962446
neg39,0.013809919116681169,0.02668078908329784,0.6047388808422389
neg40,0.01360597562761967,0.028159749500061018,0.6289742917992065
neg41,0.01385386123336585,0.027152437239607873,0.609893608780598
neg42,0.014201917649818485,0.025132199256337855,0.5720135465647203
neg43,0.014117743395600346,0.026698345340541538,0.5969530750422805
neg44,0.014563696694398276,0.02388788116374284,0.5420812027333173
neg45,0.014308031690889012,0.02446718722395941,0.5586926321061161
neg46,0.013764605784396755,0.025182308488402694,0.5846547707131604
neg47,0.013058202520634499,0.027163142341977246,0.6307067028899371
neg48,0.014819175105658333,0.023976878953670438,0.5365350928192867
neg49,0.014200951849359988,0.027817204007923316,0.6096944363778958
neg50,0.014235064730929503,0.022375081907081398,0.5246449773906603
neg51,0.014211184713952774,0.023526205563932267,0.5458053068864523
neg52,0.014567101360711598,0.02581592946793281,0.5725717961424728
neg53,0.014791170218103389,0.024158540526273427,0.540369523358502
neg54,0.014518064980967749,0.024161213072443646,0.5479178399706943
neg55,0.01417055950203161,0.028486468885051262,0.6188726063034964
neg56,0.014459524408314328,0.025801524747920954,0.5751973827015258
neg57,0.013588137687211344,0.023878367905371914,0.5693178766528568
neg58,0.012440515063297353,0.024268817695028824,0.6082219534407605
neg59,0.01261353218216077,0.0292705007734224,0.6665193863991439
neg60,0.0111497632296218,0.02513634167843506,0.657352459438191
neg61,0.011259428310855135,0.024121300774678986,0.6406546897455851
neg62,0.010887044354196185,0.027593667558205148,0.6931760146006971
neg63,0.010639488364504235,0.028903460558616027,0.7127954583317146
neg64,0.011308469313771052,0.024398733211256213,0.6430161047792045
neg65,0.011528908173827901,0.02743319258985708,0.6742999299900156
neg66,0.011434292797111612,0.023884929783637432,0.6321348803477906
neg67,0.011553912308226444,0.025569586947208404,0.6513687503392545
neg68,0.01059973699016692,0.02716658550433673,0.6964067522468842
neg69,0.006801541142293255,0.02760059658247139,0.805351457182941
neg70,0.007370047607247798,0.030316123961339526,0.8079228750871248
neg71,0.00823228132180942,0.024294339337829242,0.734718253543408
neg72,0.008628554221653983,0.025079979590824218,0.7308150637628468
neg73,0.007885068661008354,0.028021378994432328,0.7784076519511709
neg74,0.0067915373252160904,0.021147878968440944,0.7481004477026214
neg75,0.008315279180624247,0.026422491994030885,0.7529859683573685
neg76,0.006772549750005741,0.024717422440524387,0.784085367800641
neg77,0.007354674537707995,0.027400654876454978,0.788381923851837
neg78,0.008772130756718122,0.02273572198631089,0.6996223429112725
neg79,0.009155739757503056,0.02771835735365463,0.7411633079803199
neg80,0.010948146139191595,0.026365366835126847,0.6779609107535824
neg81,0.011133600377506436,0.02434683809891568,0.6474615896964657
neg82,0.013916614336730415,0.02569124558688093,0.5880341310263562
neg83,0.01490390199491598,0.023641727561015614,0.5284285687309065
neg84,0.014484666145955227,0.026560970517233377,0.5855221192421436
neg85,0.01441268905419335,0.024985019111106253,0.5640386053241313
neg86,0.014035755067292044,0.0246212743834598,0.5686328335791686
neg87,0.016247754944533677,0.026898895315324294,0.5458233211002532
neg88,0.018303600710821488,0.024723732876747017,0.4591027372582035
neg89,0.019582941002825205,0.02626630485450657,0.4559370552605255
neg90,0.018676335239403263,0.02409249619556706,0.4382256033855134
