Source,Target,InfoFlow,Error_InfoFlow,Tau,Error_Tau,R,Error_R
Var9,Var11,-0.018724476947461,0.02533446644252458,0.9875927889018963,1.2145170107557628,0.2653118830843219,0.03616626725356033
Var9,Var12,-0.0010332805656173471,0.004780349819532046,0.04890371589043535,0.20347297227149222,0.023074727455337427,0.04235276788154727
Var9,Var13,-0.01249733863215129,0.025562695224319847,0.638990956759448,1.1469726331089616,-0.19466997267013764,0.03821794383220686
Var9,Var14,0.0047370673431496495,0.013519970896615366,0.18980076767339668,0.5221510080455961,-0.11994509242196383,0.0373573473386294
Var9,Var15,-3.4774623910237747e-05,0.004467929871896081,0.0016729516250960134,0.17972504399183956,-0.014576054625796734,0.039576682169101984
Var9,Var16,-0.0015458117454973804,0.008994475350530865,0.072157727603758,0.38427504499767406,0.09643389123482742,0.04174997719628447
Var9,Var17,0.0005702150073609735,0.0036059498171673574,0.029050299817265344,0.1615160672529864,0.018831643704538416,0.04060260998826028
Var9,Var18,-0.028160670532210927,0.04909894046374889,1.5052516350022067,2.2558969561371467,0.4468130386705963,0.03130559396611374
Var9,Var19,-0.020681285756089646,0.08352317681734606,0.8499717704441606,3.1291917668213434,0.76659480075535,0.014591520044870054
Var9,Var20,0.004812513329478063,0.008174378232373323,0.2415153574308249,0.3907102337781043,0.048564480074597,0.04091849078527241
Var9,Var21,-0.004762271865134999,0.008299685082251351,0.24093655180366103,0.386667974495016,0.03474843672342863,0.04276037228999187
Var9,Var22,-4.509484552734895e-06,3.6208680726151686e-05,0.010227829157388367,0.09034134010420863,-0.06141587661488782,0.039142477493486066
Var9,Var23,-8.160824239723421e-05,9.198435688792472e-05,0.09496056288427748,0.10206628368285169,0.08872801417451112,0.036453783714226744
Var9,Var24,3.572129367325402e-06,0.00011443026172488225,0.001919381299530994,0.06485526986032322,-0.057368051024474814,0.03721774284826513
Var9,Var25,-4.620450843286971e-06,1.2228562648828113e-05,0.015129404959483176,0.03983098674027313,0.06058328455847204,0.038947269468214356
Var9,Var26,-7.538624660503513e-05,7.797317838689969e-05,0.1500184526607144,0.21740447691863374,0.07025180021833445,0.03727671937438283
Var9,Var27,8.844282870785985e-05,0.0001368997693269614,0.10582764177475437,0.1760383914327486,-0.09227253754846561,0.035443085011547956
Var9,Var28,-2.109640877781342e-06,4.01022640254619e-06,0.033083477145154826,0.051097346386242276,0.054176220785014835,0.03668943609715143
Var9,Var29,4.090505021484065e-06,4.863199743280596e-06,0.03575414799261944,0.04194759033583918,-0.06263664265868871,0.03694734587381646
Var9,Var30,-0.000446888401434551,0.00035490839823265564,0.06640567474074804,0.05710372700044893,-0.07416753924649354,0.036812751597316735
Var9,Var31,-0.00023526158028741055,0.00021392855450823233,0.1924971457198167,0.17758406081969608,-0.051355866641645556,0.04170239158235764
Var9,Var32,-2.758100047215525e-07,0.00012990660570219614,0.00018264067715112627,0.0842292154640188,0.0009863306248615708,0.04051333707888862
Var9,Var33,-1.96422253981397e-05,0.0001618306696895248,0.005857239697570388,0.0476551934269879,-0.07149341796932088,0.03555034975632636
