Pair,tau12,error tau12,r,error r
tau10->10,31.836059247430857,6.200633920165775,1.0,0.0
tau10->11,0.2703266254867913,0.5212043077053724,-0.08361993930959015,0.093504742160566
tau10->12,1.3205428249498188,1.035814198035004,-0.25948839732301754,0.11762793699868451
tau10->13,0.549236619734552,1.0683439146721927,0.29315383795560873,0.09905318116994892
tau10->14,0.029098708479215037,0.2591301291712569,0.09008871803529454,0.1107940053750643
tau10->15,0.4866885597520844,0.848683687876589,-0.14001230560964623,0.0688134568723322
tau10->16,0.13526389147051732,0.4170232562118512,-0.10363274874435396,0.09907052133909397
tau10->17,0.17241929069254375,0.5617007771616274,-0.13820926770654998,0.11783232152966865
tau10->18,0.7954953188387281,0.9839238359655502,-0.2354218869936773,0.1502650618202329
tau10->19,2.681277763383559,1.5288527616264738,0.22934513013019509,0.10363830095307777
tau10->20,4.425971208457392,3.9325462400692994,0.8275875847723411,0.03462856588013207
tau10->21,1.068336715100669,0.7398976421709522,0.19298471697205283,0.08531227711739235
tau10->22,0.0845424205942304,0.5331101285385769,-0.16443236206341524,0.08915360836766383
tau10->23,0.9047333841225937,0.678165271310435,0.17590716162068842,0.10157730001708637
tau10->24,0.05408617954773727,0.3640855585065153,-0.1730864809428785,0.0878396119907369
tau10->25,0.44571004197847497,0.6434055239095331,-0.20119595154322653,0.11550404181881468
tau10->26,0.5109361347358469,0.9498058645568,0.22005666803771287,0.11701952601626758
tau10->27,0.3192971675167904,0.5304055908235822,-0.2599269154622598,0.11365245883624236
tau10->28,0.1281547046440694,0.30833941564723755,0.17937411194931227,0.1208918071642237
tau10->29,0.18384660193808364,0.6676232774064444,0.16898096529342094,0.0896097986680081
tau10->30,0.7664816970550906,0.6575187630228964,-0.13723080949535496,0.11062580624273363
tau10->31,0.27580655955931016,0.5587741790544558,0.07109092957627,0.10208449570449811
tau10->32,0.04851074345811788,0.4123865391148283,0.09006605345048412,0.08444570767426995
tau10->33,1.000292576444869,1.062169352347425,0.21837673455537865,0.08941829191138702
tau10->34,0.31213949990546835,0.49317921544850496,-0.19707379636395564,0.11112244968392264
tau10->35,1.7038641340379663,1.7439183506547173,0.43021308263109426,0.08815784886398859
tau10->36,0.046796263126389945,0.3537400122945176,-0.021930748626500164,0.08994206958134163
tau11->1,9.36493881975513,8.204639773727965,0.9556548255912695,0.011947861571623062
tau11->2,1.3224227472272874,2.4230376077603446,0.19877801037266207,0.08290924627636966
tau11->3,1.4410326038987658,2.2566075761537805,-0.14632525903340918,0.12112487775548379
tau11->4,2.3546601673539262,2.7003718696299637,-0.3287976568737282,0.0872502154790414
tau11->5,1.0142201486651523,2.181794766606591,0.17662218501260782,0.1442620120892448
tau11->6,1.3229113697953172,2.582893540155927,-0.04658539482528905,0.1404628186974631
tau11->7,6.85860711781083,5.255583314301634,0.3618624366590438,0.08001715759896236
tau11->8,0.7183742447018475,2.7954910216828033,0.2127928876478003,0.09930959012585498
tau11->9,0.006119830839355435,1.6773832125904986,0.004895046869500644,0.10254797866765976
tau11->10,0.8855829043949912,2.1298076746990673,-0.08361993930959015,0.093504742160566
tau11->11,30.96985389847844,10.491016306941676,1.0,0.0
tau11->12,0.28098444164516956,1.6675003863159314,0.11500477702215342,0.10201374027863681
tau11->13,0.472140345790854,1.6754502459376595,-0.07418919695258303,0.13720727465116878
tau11->14,0.4122807119042429,1.7203923705911581,-0.2863747172108243,0.09061873951769286
tau11->15,0.48766354816314583,2.9505771370657206,-0.06495777922196526,0.187528929243464
tau11->16,1.1761382973427958,1.814852619498478,-0.12496167079977478,0.13612562461966576
tau11->17,3.2438373665529907,4.114500798619398,0.3897589792175891,0.07898208803023808
tau11->18,0.7913670382257043,1.6923248209013138,0.11287292015777943,0.10866221799462393
tau11->19,1.036513794753562,3.7477986833008563,-0.23579646965226483,0.08855883967614155
tau11->20,0.7851005869801843,1.5952458031824943,-0.06049262823772275,0.07392074291329152
tau11->21,0.09689296600878389,0.8492377303767166,0.05566028784032938,0.06760682443899627
tau11->22,1.3184929710416358,1.6250719748925448,-0.13988456499316237,0.07454291852062281
tau11->23,0.6344964218049669,1.9275582065372954,0.1900572356510037,0.07111714738680844
tau11->24,0.004509369936096234,0.3997089876723702,-0.018379458961911243,0.0700312713755597
tau11->25,0.02474922481147313,0.8590404640808879,-0.009128347170200338,0.10699130064377164
tau11->26,1.7836693309529676,1.9732112654242444,-0.12010588675229185,0.13173573114637638
tau11->27,0.7872214484729675,1.273429392556572,0.1810683317129657,0.10044356306064903
tau11->28,0.11460854457170327,0.6271742470054926,-0.08076518347805585,0.09826692727522522
tau11->29,0.6700284814380286,1.5061285899129122,0.09435591736924517,0.10864859881243247
tau11->30,5.846640064370542,7.058637695268424,0.844406942155673,0.03454249997213978
tau11->31,1.4914709233073877,1.478367809572962,-0.1268020339432786,0.07940389734156363
tau11->32,0.19410516255683422,1.8223258143325824,-0.018842396798147427,0.1389941625104713
tau11->33,0.02851519374704876,1.168659556785613,0.012245492677348932,0.08536311661024239
tau11->34,1.2094976279787513,1.32960240152206,-0.1541394739980136,0.10664738568467551
tau11->35,0.09503858671297198,1.055997262409657,0.028944199438089,0.0857320518827038
tau11->36,0.22400345088909598,0.7461448160282591,0.032325843908500775,0.0663396446229986
tau12->1,0.5107087351863243,0.9297518559420201,0.07697505277931824,0.10166695389255831
tau12->2,0.751616919282222,4.632680808356099,0.8106533027331018,0.03056950473136377
tau12->3,0.605145181438015,1.2832789576889316,0.06811128508531103,0.10455589232019265
tau12->4,4.128762800513553,2.2807144841797746,-0.45314555329459266,0.08840881165565628
tau12->5,0.4291898685256006,1.3390979275809887,-0.03689739728914735,0.106927505193837
tau12->6,3.6272403090250336,2.0670428770646865,0.23776349691190005,0.07281968897313668
tau12->7,1.2020536852990185,1.6180711223240134,0.06207560855256179,0.08765250755659486
tau12->8,0.13839802197030546,0.8965189267004325,0.09464480481398627,0.124394404078435
tau12->9,0.49307132029912154,2.035758966778443,0.014964225402147258,0.09508722502787727
tau12->10,3.628876714395946,2.5753911976389436,-0.25948839732301754,0.11762793699868451
tau12->11,1.1930280370748123,1.240576622355565,0.11500477702215342,0.10201374027863681
tau12->12,7.197309103601045,5.891243703277432,1.0,0.0
tau12->13,1.7717072346226554,2.395968725211315,-0.34380560860635156,0.08591700144187689
tau12->14,0.2761618074587158,0.7844612385149529,-0.21770510081545658,0.08984782651448597
tau12->15,2.4745558733502664,2.4771954351889898,0.2205632890565134,0.10860137146037284
tau12->16,0.9022858933850574,1.0028240626914897,0.1513130957747829,0.0792451073166348
tau12->17,0.5720552322844513,1.2209101416328152,-0.07905156161042332,0.09814138603418777
tau12->18,0.2681526310663583,1.2465336754901972,0.18400640372981328,0.12897006887713378
tau12->19,1.6145363557247037,1.6213396478800772,-0.0847637426906926,0.09811630660586641
tau12->20,2.558131273597793,2.531539159671276,-0.2918870187312425,0.09131428932869416
tau12->21,0.0693743821203918,1.116004999551365,0.004466741016062965,0.09982823518150699
tau12->22,1.3540172653221454,1.38088030996308,-0.13254555296747475,0.08730668635140537
tau12->23,1.1735201860423554,1.416407472243076,0.06421258432584029,0.09505830378245211
tau12->24,0.04703125021718851,0.547010828738835,-0.009207760139690031,0.08416076867593895
tau12->25,1.373434466352948,1.3772164273853402,0.17007114955221847,0.10598360591630472
tau12->26,1.9430470307781955,1.6675052343442625,-0.16980851298022864,0.1149704638662364
tau12->27,1.8737779443146072,1.0649145943906597,0.21596457450456608,0.11482751237016188
tau12->28,0.34353370130153676,0.5375413514639996,-0.10712341706384507,0.10856375458880528
tau12->29,0.15174635172803427,1.7787020922594712,-0.2644452690079778,0.08342692567999667
tau12->30,2.0883921754531487,2.0553209427825285,0.2955781604309567,0.10648414900572548
tau12->31,3.1625062447814782,2.751914203819772,-0.4139398601081445,0.07977645952403624
tau12->32,0.38796750426386867,1.395749793615263,-0.027841854317728405,0.10918770146117313
tau12->33,1.6382738448695804,3.965081686646743,-0.49307390793526534,0.0836174859222984
tau12->34,0.010249649395843358,0.3650343532662002,-0.012165104754430982,0.08118333550657596
tau12->35,0.326203045909829,1.377631189443727,-0.16583487848946388,0.11286412280148968
tau12->36,0.04936109908961806,0.692075539209277,-0.03607268065374391,0.10332696856475156
tau13->1,0.2790092577870971,1.8159178866200036,-0.08906302681738028,0.13649589180823998
tau13->2,0.7877774187601237,4.881631837922158,-0.47168173838596494,0.0740345696664371
tau13->3,17.44400527120037,8.511280166650241,0.8354319939662053,0.03460201884146747
tau13->4,5.903886890237309,3.9211518547572513,0.44066014384058,0.08335193201984074
tau13->5,0.40177250839638323,3.237647446251629,-0.3136517739036136,0.1027912594735574
tau13->6,4.53565853499342,4.449428754127024,0.33580544564351844,0.09978132978921861
tau13->7,4.41604317458089,6.408408200872819,-0.06003739648327199,0.141788975157046
tau13->8,0.4342045883420696,4.220295670136472,-0.3373728825627716,0.1103850186946139
tau13->9,4.807378734672118,3.8373870990547414,-0.11082607768541543,0.11533142779169042
tau13->10,1.4788356638536087,4.632985518997031,0.29315383795560873,0.09905318116994892
tau13->11,0.707300718581536,1.9835493154678325,-0.07418919695258303,0.13720727465116878
tau13->12,0.6678302476518385,3.982916621485013,-0.34380560860635156,0.08591700144187689
tau13->13,25.964074479948163,8.19065410665168,1.0,0.0
tau13->14,3.2747046903318093,2.4796530766791216,0.4132464596436265,0.07218431485288852
tau13->15,1.9723991003518735,5.699309704948417,-0.38158936998963716,0.097135970644372
tau13->16,0.749356329160393,3.5618263094861944,0.37156515886338687,0.09864507029624064
tau13->17,7.593217977122562,4.123974337840431,-0.21010800330227974,0.13596864758701543
tau13->18,3.4042583896768392,6.123255017392312,-0.5099434549926829,0.08346492599055987
tau13->19,6.929794703682405,3.8085231474675636,0.22504447943564088,0.09874266797776268
tau13->20,0.31556161432922286,3.825819753119412,0.25656414124297067,0.07875445862763472
tau13->21,1.6929907953500392,1.722778689079802,0.12085152959885599,0.0843716313608027
tau13->22,0.26724498691841836,1.269685700635573,-0.060824129273357,0.09284176908043153
tau13->23,0.4075127535679637,1.2532511899955503,0.027859398308554734,0.09062648337131576
tau13->24,0.5495946313883494,1.0172748083834728,-0.10289839661187469,0.0794498092941312
tau13->25,0.6152681866038405,1.421767413938457,-0.05547512640534132,0.11493300740524116
tau13->26,0.7547090213127612,2.3148813397475836,0.18891618787761993,0.1271750643964857
tau13->27,1.2807710660042764,1.4621402617946235,-0.14394509401641858,0.11793100949522071
tau13->28,0.16039615484912184,0.7265692064731293,0.04928687135341334,0.11341044614225577
tau13->29,0.7613168788302117,1.5316725262156647,-0.062363898652407115,0.10009448095224147
tau13->30,3.2261663833809977,2.625774481206418,-0.18650047980662254,0.12925519298604407
tau13->31,5.557944644567651,3.809198077150016,0.35944146470127003,0.0726306851344091
tau13->32,2.734804274691707,2.924705505548535,0.20260379503869363,0.10537576448751473
tau13->33,1.07802999328233,8.351675713804875,0.6597496854967113,0.042517769990304786
tau13->34,1.051342665042513,2.0961223026647855,0.24306743215922014,0.09995274649450016
tau13->35,0.14677619730739808,1.3927203464379505,0.08861781766008088,0.09335850058013458
tau13->36,0.10313127890895715,0.8343394589579961,-0.02086982570346173,0.08399349123863326
tau14->1,2.3863815456253397,2.5203018054745696,-0.2755365073920684,0.08947789948602561
tau14->2,4.4230350889070635,3.173208139306603,-0.44582884963444075,0.07921940505334896
tau14->3,4.591891867857377,2.8883498551117803,0.3312919698734587,0.08499889817556325
tau14->4,7.395832638717468,5.112167732921661,0.8849681616477921,0.025350224836873624
tau14->5,0.5985380000015794,1.8936012371612718,-0.23298711140203524,0.09225802535170541
tau14->6,2.759435976571401,1.7567849338116368,0.14959868498832457,0.08251194642789234
tau14->7,1.5274882691944627,2.136829848869991,-0.16536667410037723,0.10644279118246477
tau14->8,0.7349057203474395,1.4996229239569996,0.10501734431467859,0.10904972543615465
tau14->9,0.1487493929370358,2.875733722824424,-0.21477438394089576,0.0987946822493448
tau14->10,0.5561036774964266,1.5508666502662813,0.09008871803529454,0.1107940053750643
tau14->11,2.242146093924166,2.965374842705796,-0.2863747172108243,0.09061873951769286
tau14->12,3.4654048022368142,2.154249856004605,-0.21770510081545658,0.08984782651448597
tau14->13,0.7908535661562496,3.5149132385780035,0.4132464596436265,0.07218431485288852
tau14->14,22.967374371637607,3.4316263635121937,1.0,0.0
tau14->15,1.5571297855073096,2.9750218124854446,-0.20493818395248786,0.0899424411893672
tau14->16,1.7525869655833117,1.6371943820290815,0.2017345481070954,0.08369775635134229
tau14->17,0.24987683664517063,0.9342712307013383,-0.03115114060674019,0.0950969828935927
tau14->18,0.1111175652061648,1.2849638456181292,-0.1074392742682564,0.0978630642020406
tau14->19,2.070747343141018,1.921647979681513,0.12284641548368117,0.0919657570338295
tau14->20,2.591013674137777,2.2884188831295815,0.21586993365323462,0.10499101766893396
tau14->21,0.4270430947821742,0.9407540889334378,-0.03390447761625428,0.07796901247097557
tau14->22,0.14921442688535597,0.5757221799874428,0.052263595614099205,0.08338731885128249
tau14->23,0.8936781173160945,1.0192355349931042,0.05893478907348774,0.07307704267054047
tau14->24,0.06021811426393658,0.4119156933096422,0.04041234176870999,0.08237590236454867
tau14->25,4.785811693514222,2.885617404389308,0.5039032228129773,0.09257247230829152
tau14->26,1.2584997561344744,1.8528141639663551,-0.20093023920724606,0.1022615117279221
tau14->27,2.501307496843825,1.7002471648261925,0.3420657253383537,0.09501188722423236
tau14->28,0.608746566997451,1.1582627667669323,-0.34435333789172184,0.09651707715813773
tau14->29,8.990039997690115,4.4514892245129225,-0.5971226699095515,0.07656707196189501
tau14->30,10.100015680298089,4.2644638131804395,-0.4836310138344054,0.062362880539358075
tau14->31,14.654191085339933,6.322081270740566,0.8589141937544205,0.02246196054153304
tau14->32,1.4843229548640553,2.5696535928340674,0.2782479564359124,0.062383154350654675
tau14->33,1.5464302740084404,2.7421823216698846,0.2541392786526635,0.08722011981325654
tau14->34,0.6564457862366854,1.1261924406138375,0.16420127983067964,0.08695134530014523
tau14->35,0.22128168987218172,1.1981058605060562,0.08150625275171512,0.09583495825106508
tau14->36,0.23872366079652962,0.7820353356987143,-0.0738093654609675,0.10338252671806032
tau15->1,0.37364422379065576,1.5790982199372858,-0.10382151951198054,0.18983471839054292
tau15->2,2.6394833111717335,1.939436226812647,0.1669542176026058,0.1025317480749223
tau15->3,2.438686867120075,1.8619969922809934,-0.22581635443339917,0.0909200181486688
tau15->4,0.6532823347302225,1.0704103680608958,-0.17363536398305773,0.10015017692837283
tau15->5,10.250233112318341,4.607923405236273,0.8015973949534924,0.05499341726205535
tau15->6,0.8279307968343206,1.3751808989480014,-0.07717164411949351,0.11026046502422723
tau15->7,0.17796869376531022,1.1280934930286264,-0.033502435539945974,0.10605509192283871
tau15->8,0.4562134565227298,0.7735535542266256,0.07588594774370808,0.06514849315571339
tau15->9,0.06034643275436104,1.5424124582633016,0.10205053603930976,0.08517704438118492
tau15->10,2.8962171162179997,1.805786323151354,-0.14001230560964623,0.0688134568723322
tau15->11,0.11931190607359296,1.583413093307328,-0.06495777922196526,0.187528929243464
tau15->12,3.310434855703366,2.4728070212423114,0.2205632890565134,0.10860137146037284
tau15->13,5.267922980266134,2.8979932190743467,-0.38158936998963716,0.097135970644372
tau15->14,0.45706434281320085,0.9606949967633301,-0.20493818395248786,0.0899424411893672
tau15->15,2.8518208031789065,10.036680279496071,1.0,0.0
tau15->16,1.1978212158301276,1.4550499299589807,-0.1809406150862127,0.1016630803200087
tau15->17,0.4071604458643683,0.943493808871011,-0.07889586206850027,0.08507183636038147
tau15->18,1.2831185430884937,1.4406408226930048,0.14270526397747138,0.08604295247759843
tau15->19,0.018101009559416036,0.9102607133183876,0.014103435542456442,0.07963420301399997
tau15->20,4.711566418539559,2.2930946580592138,-0.2111031809882263,0.0730797107553353
tau15->21,0.3423804939409518,0.7239952574789531,0.0829849998541856,0.06774927318131375
tau15->22,1.085846136281913,0.9045671035871075,-0.1076834170075422,0.07583446986754676
tau15->23,0.01771692639275058,0.4881672275019337,0.052892570296106604,0.06593694630618263
tau15->24,0.40625303080647973,0.7538075010465862,-0.043469011119647086,0.07402911270831143
tau15->25,0.06384069307966757,0.5310147699377803,-0.08469615937395222,0.06933605413997809
tau15->26,0.636384962668659,2.1045171984774633,0.22917962534154943,0.1039282898318889
tau15->27,0.35455719138536795,0.5704772861427236,-0.06324266649925099,0.08265946734320308
tau15->28,0.23004036744176054,0.5152991580117169,0.14117601484548523,0.07853104180668014
tau15->29,0.2436962680352398,0.7125520738228541,-0.05519303366177483,0.07575731289852235
tau15->30,0.3397406146908238,1.5808414218532176,-0.04347733549996226,0.16145251011814607
tau15->31,5.305448145548038,2.2940405049866537,-0.24219646667649447,0.10877086989240224
tau15->32,3.177715469630321,2.8792554423397694,0.30408429895970907,0.1308300663871859
tau15->33,2.504041821468622,3.0047939494631284,-0.3073825406716823,0.07769155131203513
tau15->34,0.4853031158642737,0.81053348538719,-0.12513107149066258,0.08058585620565042
tau15->35,0.36129938086055025,0.8576263229805112,0.06385365902203603,0.0903545000938239
tau15->36,0.4850980837895819,0.7417181406814191,-0.10843310531998576,0.0654971244252403
tau16->1,0.16298756513332646,3.393119254740704,-0.05894351156408126,0.13079110143135636
tau16->2,3.4675266976422514,3.0049566905457814,-0.11577818984482056,0.07354910000355329
tau16->3,0.13123968083749485,11.21908941716697,0.5492297277055022,0.07879393535068561
tau16->4,0.0007847588087787548,1.6348792525605789,0.027099622326119736,0.08725627938594839
tau16->5,15.662063550167858,10.977003644191527,-0.5773881236646513,0.058176898904121886
tau16->6,29.931561976243483,21.253389877689756,0.9756256949229768,0.005234657470367116
tau16->7,0.8038379009282703,4.661755216199578,-0.02616814021690556,0.13296766638211915
tau16->8,5.528246303056375,6.308999314779275,-0.2973268509274465,0.09544544316473519
tau16->9,5.208602312800417,8.83621921893482,0.277480188966627,0.0979615243459423
tau16->10,2.55308791547078,4.877971011534426,-0.10363274874435396,0.09907052133909397
tau16->11,0.7595324649416528,5.2005129626350435,-0.12496167079977478,0.13612562461966576
tau16->12,2.1171513606913135,4.342533788149241,0.1513130957747829,0.0792451073166348
tau16->13,5.83636002483492,7.614864450190999,0.37156515886338687,0.09864507029624064
tau16->14,3.389833898177602,2.614055174712118,0.2017345481070954,0.08369775635134229
tau16->15,7.601919996529421,7.166839134558278,-0.1809406150862127,0.1016630803200087
tau16->16,36.46683661641613,11.70339678225703,1.0,0.0
tau16->17,3.7513450138131956,4.883217463972947,-0.2533556493497633,0.12477937931921733
tau16->18,10.48419024265277,8.584531817792325,-0.37853610231615914,0.08910961783321583
tau16->19,8.83064547456381,9.998919216059434,0.36848143768382813,0.08532186220313213
tau16->20,13.073961700479469,9.829481967016758,-0.3534446018902597,0.08197428055701306
tau16->21,0.8014251616694816,3.2173266069231805,-0.11659900945598664,0.07331012774327911
tau16->22,4.662383105649423,4.461578733706497,0.2050787222237768,0.08864491493495263
tau16->23,9.096161572627636,8.062977752269276,-0.4139619659952532,0.06679576973307313
tau16->24,3.474338636613175,2.652170160579938,0.1919829385327356,0.07120357725418285
tau16->25,2.519017983343517,4.62198715338306,-0.05335710948212959,0.10700590024628875
tau16->26,9.616633446126476,5.820692099453003,0.20095184380046968,0.12055634879817802
tau16->27,0.20039092974760048,1.7464268006402122,-0.010929016901504043,0.10919481167137488
tau16->28,0.5018410473115885,1.5259695065951415,0.11880801458067827,0.10506098179553432
tau16->29,4.498761116061743,6.406686291886525,-0.2788562982624633,0.0937320504030159
tau16->30,7.123734453855648,4.631527245294782,-0.1785602854547792,0.11423158136530466
tau16->31,0.21647001811091995,2.548885129422318,0.0966960906887097,0.07884246093459689
tau16->32,18.675222666449695,6.883569553002761,0.28741613242279973,0.11769902014330205
tau16->33,3.0572755648083243,5.233212661686792,-0.15024055653773644,0.0834717761332042
tau16->34,24.533501279141163,13.214035277410659,0.9169105065863776,0.01232992299850873
tau16->35,2.40855327165587,8.069208035246966,-0.3141651739829735,0.08213608068003406
tau16->36,0.9224604321976878,4.104221322136138,-0.21109971561801988,0.07176589858441898
tau17->1,2.2471048237139435,1.9406603748322693,0.3823251540191637,0.07788893279654649
tau17->2,0.578917211785461,1.0308495572805731,-0.06012444591228013,0.10379445322696863
tau17->3,4.428605026900446,2.2498575457718655,-0.404104078568307,0.1263339167549547
tau17->4,0.14001559948737646,0.6544587402629889,-0.13803566534231715,0.09397336319705471
tau17->5,0.11416123691623081,0.6030175280815481,0.09430488456074165,0.08537772359693661
tau17->6,1.728924555017925,1.559823043583045,-0.21598375543765336,0.12166504515882169
tau17->7,4.992311977106964,5.540920897824481,0.7939205154331149,0.03771759198074354
tau17->8,7.665553401470397,2.809758733221755,0.521557190554665,0.09573277493491489
tau17->9,0.5128630105556438,1.517792107014397,-0.17541548431973308,0.13622591988826135
tau17->10,0.2874279554882142,1.580784525607525,-0.13820926770654998,0.11783232152966865
tau17->11,3.9824435706017445,2.3521505535910237,0.3897589792175891,0.07898208803023808
tau17->12,0.63496776380079,0.9490141714838156,-0.07905156161042332,0.09814138603418777
tau17->13,2.4997016562083245,1.539613394158958,-0.21010800330227974,0.13596864758701543
tau17->14,0.0299185171184615,0.275604907716121,-0.03115114060674019,0.0950969828935927
tau17->15,0.7356125942399648,0.8372051388823316,-0.07889586206850027,0.08507183636038147
tau17->16,0.19781272819137985,1.0607816091511497,-0.2533556493497633,0.12477937931921733
tau17->17,14.801612657823538,4.660094270079225,1.0,0.0
tau17->18,4.83774467759475,2.35253711604949,0.2532070550132707,0.12522406010275056
tau17->19,0.9998172920018782,1.8031578790387763,-0.2649013156710141,0.12650880938722753
tau17->20,0.036754552453777505,0.7814363046227387,0.06488744835918706,0.0841667845075783
tau17->21,0.06677567620619543,0.44172641380464117,-0.0311023439462944,0.08727930101511543
tau17->22,0.02364038606870064,0.454715062924985,-0.07281870535156357,0.08599524013016421
tau17->23,0.11258243659823614,0.8798013533819192,0.18816251581862195,0.08516145623481686
tau17->24,0.012124077240433675,0.2309241778965927,0.021913405395139515,0.08160000523223661
tau17->25,1.06078653388334,1.0418929242136177,0.25364253775582035,0.11120329556414575
tau17->26,1.4351908640198345,1.3599685225248523,-0.24259405045519714,0.12325215252116355
tau17->27,0.3494246279077802,0.804613671446107,0.310097559971182,0.10912900862469152
tau17->28,0.04741519476074259,0.44405295084351754,-0.22941897213842247,0.11584906532873834
tau17->29,0.7332273733154895,0.8858678473887103,-0.14111594499903443,0.09113231303047943
tau17->30,1.1827846410017284,1.524674568263946,0.3790379103072183,0.08201273990015355
tau17->31,0.1862778436643055,0.603993035629241,0.054321228801318754,0.0981146142423982
tau17->32,0.1332427143862535,0.6680962123561239,-0.0850722775766644,0.09066345541357763
tau17->33,0.40894240177688257,0.7690934884268399,-0.07401297830093226,0.09292483798155383
tau17->34,0.2193363688978371,0.7187625584309408,-0.22497073996651262,0.10928297440415631
tau17->35,0.1839597444989148,0.7180477881502717,-0.06142056546304259,0.08732174984604192
tau17->36,0.45469767244316883,0.7252752101139601,0.09806413333632415,0.10639106420747999
tau18->1,0.12666160441382018,0.4886719831364097,0.08370333230999924,0.10657345155783379
tau18->2,1.1605359309747323,1.2561939752624818,0.3394174829596813,0.0941719883656904
tau18->3,2.1709273933415045,2.4570479367061284,-0.6013648080361773,0.07067797167637886
tau18->4,0.3055297105835827,0.5561316164208451,-0.13162234895894018,0.11715522161124799
tau18->5,0.39006898858916517,0.7340309912098155,0.1978659461810903,0.09502305985281977
tau18->6,0.4739674437004951,1.1852892280375076,-0.3273995916009355,0.09238574549001796
tau18->7,0.2254648799204553,0.9751521268832162,-0.14772187849278984,0.12010548964695843
tau18->8,2.244083121377265,3.005128107455668,0.8043575994337676,0.04281928496552722
tau18->9,0.22431688972044647,0.7997733057236337,-0.05963217766255634,0.11304614005028352
tau18->10,1.773677651988517,1.5655697623632712,-0.2354218869936773,0.1502650618202329
tau18->11,0.11691302711173522,0.6363068928124043,0.11287292015777943,0.10866221799462393
tau18->12,0.8385170998110297,0.8110975466399909,0.18400640372981328,0.12897006887713378
tau18->13,0.8868328353074428,2.0610966387256116,-0.5099434549926829,0.08346492599055987
tau18->14,0.044058836522451024,0.2602223309737369,-0.1074392742682564,0.0978630642020406
tau18->15,0.4407579670287681,0.8424760082344522,0.14270526397747138,0.08604295247759843
tau18->16,0.5481312413411544,0.9291843724246356,-0.37853610231615914,0.08910961783321583
tau18->17,0.14572502165997706,0.8348438965864787,0.2532070550132707,0.12522406010275056
tau18->18,17.42753690575013,4.680374214750365,1.0,0.0
tau18->19,1.7060696733444751,1.415872281219781,-0.2707047720388221,0.09759328592838162
tau18->20,0.43482827085223236,1.0422290908765248,-0.0617010584783221,0.12064593453034292
tau18->21,0.03525669889073611,0.36451536090723924,-0.009077619457196805,0.09079439486515531
tau18->22,0.21170407622929052,0.4155802631288405,-0.07013401970456737,0.08622622569724857
tau18->23,0.4649805220006619,0.5970077650093839,0.1833418579830347,0.08050871413569907
tau18->24,0.10142847331672517,0.23086227030198703,-0.069361151144295,0.08745254737985676
tau18->25,0.7032231590864015,0.7948429869421229,0.30652794349688406,0.10018451495841137
tau18->26,2.1900996544912448,1.2546078886542522,-0.4288734257147845,0.10315981329119421
tau18->27,1.051848999755535,0.7162584009855563,0.31329563654245934,0.11399518818968568
tau18->28,0.28237172589298226,0.6857341233982107,-0.3665084093737651,0.09620280421092794
tau18->29,0.2254636962476319,0.433242749397718,-0.06436279255784869,0.09213014713326739
tau18->30,2.0060051730934094,0.9759571590793983,0.2675418209517706,0.11273675086915862
tau18->31,0.4842160305832036,0.5610340802534828,-0.09915568308146801,0.08585594878466003
tau18->32,0.6516284292923774,1.391795762848776,-0.37794301497040345,0.07513623156225283
tau18->33,0.12790536567307717,0.514196324084033,-0.07240156435097436,0.09596628141939327
tau18->34,0.28447689160755635,0.8345319068125829,-0.36062784756242705,0.08746863913215973
tau18->35,0.03782077602847989,0.94543383477859,-0.23014443862306697,0.1064777833152212
tau18->36,0.4383577332914195,0.4987552324736462,0.15428853670285442,0.09781245700876898
tau19->1,0.7521075290404793,0.7291232907977323,-0.21040406195706743,0.08000281584814464
tau19->2,0.2514188284492073,0.7410464732256316,-0.1757398799753773,0.10614793329278045
tau19->3,2.180849734251308,1.0506592782066462,0.2978593691359941,0.09539998658193906
tau19->4,0.17126245665856707,0.37240303731461694,0.08255491845773523,0.09534475327034919
tau19->5,0.1084234113469399,0.46601661251408066,-0.12460774173603542,0.08368714325794639
tau19->6,2.4833801092180647,1.2764392730352603,0.33696512795620126,0.08089071574653309
tau19->7,0.5298875437240901,0.8033721760129244,-0.09664947481743873,0.1145040436114853
tau19->8,0.5055834297769746,0.7306197952315802,-0.1822239613955115,0.121112363223717
tau19->9,4.019045959816536,3.461187394686092,0.7593657070964144,0.04951598469772255
tau19->10,1.2362064743311059,1.202275098989724,0.22934513013019509,0.10363830095307777
tau19->11,0.616462003519005,0.8722427298237168,-0.23579646965226483,0.08855883967614155
tau19->12,0.04751358050791386,0.42352310559746936,-0.0847637426906926,0.09811630660586641
tau19->13,1.0057804276254156,0.758321028312607,0.22504447943564088,0.09874266797776268
tau19->14,0.019445624304524813,0.2637283038759271,0.12284641548368117,0.0919657570338295
tau19->15,0.06372667397311534,0.4624186342160309,0.014103435542456442,0.07963420301399997
tau19->16,0.7602919230686044,0.8724075723836033,0.36848143768382813,0.08532186220313213
tau19->17,0.45263535210232075,0.7455296658972035,-0.2649013156710141,0.12650880938722753
tau19->18,2.209189334697313,1.133095491745432,-0.2707047720388221,0.09759328592838162
tau19->19,19.01770499258602,4.7238977153382065,1.0,0.0
tau19->20,0.07711323552116121,0.6231001662865331,-0.010829717157640206,0.10008689154251608
tau19->21,0.017536191683047358,0.4705939192554413,-0.0031491558557467584,0.09910114116029786
