Index,Tau Value,R Value
"[5,7]",0.015311885205896016,-0.008633133116150419
"[5,8]",0.4571954479731619,0.10217946992550733
"[5,9]",0.0046122417157752945,0.03081159676752712
"[5,10]",0.006050506054333741,-0.04227161238590476
"[5,11]",0.08497744383570628,-0.02083834579196622
"[5,12]",0.12585438243745634,0.0178491695620426
"[5,13]",0.3632248571550889,-0.05582798052680132
"[5,14]",0.37542311118065874,0.015644868618840308
"[5,15]",39.18051612922081,0.9292931847160188
"[5,16]",0.3016739461635366,-0.022394665269922398
"[5,17]",0.03906117071792929,-0.0066347158291813375
"[5,18]",0.662783746731274,0.12170938821235017
"[5,19]",0.017615382278055897,0.017928053574143017
"[5,20]",2.0570292657487386,0.19171249157328127
"[5,21]",0.7725978178179764,-0.12462427254451115
"[5,22]",0.10410293511447376,-0.04891447308869869
"[5,23]",9.216427831771632,-0.4291519241006126
"[5,24]",0.2883129197039686,0.08093723074080576
"[5,25]",3.8799244422804193,0.2738902919333842
"[5,26]",0.3035034018222378,0.07252958357389362
"[5,27]",1.094670093952866,0.12316374909107237
"[5,28]",5.23265317419652,0.30469136842877387
"[5,29]",0.13736423322656108,-0.07099680992067835
"[5,30]",0.035436957556168644,0.02924501655236466
"[5,31]",1.1629118622601875,0.1321656222489924
"[5,32]",0.06108140465323298,0.04442093692193428
"[5,33]",35.26939363636038,0.8055156972565038
"[5,34]",0.0055022045776214066,0.008586808623710059
"[5,35]",1.629564522416898,0.17705553396835721
"[6,0]",0.0659248506242871,0.035040089661385686
"[6,1]",0.43188762965871064,-0.234989201669343
"[6,2]",0.27847841981471055,0.12966643573432862
"[6,3]",0.10637302115432536,-0.11817427786443405
"[6,4]",0.020706952017594375,-0.03314183259059664
"[6,5]",0.0006391008020144657,0.00015421695731279456
"[6,6]",nan,1.0
"[6,7]",0.013300318129968054,0.03273170221454502
"[6,8]",0.056961378170964354,0.058707218221499866
"[6,9]",0.07822330169958733,-0.018421955937758444
"[6,10]",0.08053475432003103,0.043717935495465716
"[6,11]",0.19289875499868536,-0.08244927821087904
"[6,12]",0.13776896308633949,0.26684971724179657
"[6,13]",0.2803055239430894,-0.09381454330417648
"[6,14]",0.006134477434370057,-0.027818909452183595
"[6,15]",0.1908166947745012,0.04547250787146224
"[6,16]",0.2762266860846776,0.7958556312129504
"[6,17]",0.6811417011365027,-0.4287980099093114
"[6,18]",0.020892803751056104,0.030701718398921097
"[6,19]",0.11697559529996293,-0.059447468269647044
"[6,20]",0.0022189600326145923,0.006672161607571429
"[6,21]",0.012464869976615991,0.013973261433098431
"[6,22]",0.36983199874297956,-0.0782793391463046
"[6,23]",0.007235737956410474,0.009990997452454542
"[6,24]",0.004420070606219805,-0.008182542170843372
"[6,25]",0.008711914738064631,-0.011442171033677867
"[6,26]",0.0002734323332160204,0.001323770943503143
"[6,27]",0.02677946823831568,0.02018104330181849
"[6,28]",0.09537174157705244,0.040724585819985636
"[6,29]",0.048231601624162256,0.025767731555835272
"[6,30]",0.3076142485912685,-0.07058203946516249
"[6,31]",0.002542126336101913,0.004923206288613015
"[6,32]",0.037290933218411856,-0.02284864120319049
"[6,33]",0.14984097866642437,0.047629904291244196
"[6,34]",0.011205661932105834,0.013695971202684665
"[6,35]",0.20373811068505324,0.05576366540271323
"[7,0]",0.010430146177564586,0.013539599120464423
"[7,1]",0.02624991318603898,-0.023838895043390023
"[7,2]",0.6975149017076532,-0.15112392251748916
"[7,3]",0.05877042423171789,0.05582233221072269
"[7,4]",0.006276164321557296,-0.0015831680720798673
"[7,5]",0.014797314813668529,-0.008633133116150419
"[7,6]",0.00494340059470643,0.03273170221454502
"[7,7]",nan,1.0
"[7,8]",0.0033495987445546233,0.005244654330941616
"[7,9]",0.011590615881216676,0.010444543470539183
"[7,10]",0.00283029858665057,-0.008930173255796186
"[7,11]",0.46746270386105515,-0.15472028157915382
"[7,12]",0.05808468046306423,-0.02586073916265163
"[7,13]",0.2639193874216297,0.09909730790022739
"[7,14]",0.08679248874804055,0.024726318160054772
"[7,15]",0.11930769460680883,-0.04423115039927543
"[7,16]",1.2268900913189846,0.44341549302928324
"[7,17]",2.211506682536225,0.7647828806139502
"[7,18]",0.007860126377484128,-0.010354884375220213
"[7,19]",0.06141958814817992,0.03035064893418784
"[7,20]",0.24706468070658266,0.06160198334247003
"[7,21]",0.04194877309871975,0.025007213403964907
"[7,22]",0.02912033122360766,0.021317532090126864
"[7,23]",0.05547922205555814,0.029249241462174665
"[7,24]",0.20658345031164757,-0.05580704874519172
"[7,25]",0.01025424564975934,0.01263358363588093
"[7,26]",0.0017056161908608053,0.0053161291736288484
"[7,27]",0.013527587780389422,0.014603980024733522
"[7,28]",0.14957373827680243,-0.04914350207306561
"[7,29]",0.0001427713503420916,-0.0008648403301869868
"[7,30]",0.0667943659047213,-0.033036906147606716
"[7,31]",0.02064681872029922,0.014170587893463484
"[7,32]",0.009848056264018367,0.010904047068367588
"[7,33]",0.1522136224384893,-0.04796425886299132
"[7,34]",0.054112977663936086,-0.02912508817094166
"[7,35]",0.0007480395327961031,0.002895716469627933
"[8,0]",0.2344486196427398,0.050190061135161036
"[8,1]",0.08100924202340043,0.02557292667446022
"[8,2]",0.021065043231367445,-0.01980792810165624
"[8,3]",0.5587823272019764,-0.13348960270491725
"[8,4]",0.020559375169000388,0.005782422587137866
"[8,5]",0.1582781309216189,0.10217946992550733
"[8,6]",0.3254912642619709,0.058707218221499866
"[8,7]",0.04126612321868745,0.005244654330941616
"[8,8]",nan,1.0
"[8,9]",0.02722621881579507,-0.018384968265221874
"[8,10]",0.019660538026308273,0.00432697022807918
"[8,11]",0.08530998464582402,0.029216058614310213
"[8,12]",0.020126674578218037,0.013722451448000288
"[8,13]",0.34423236179410477,-0.08687540580964699
"[8,14]",0.030402526469635368,0.04336418221606943
"[8,15]",0.36374834863898087,0.10343057100141861
"[8,16]",0.10255689221871545,0.03927861887999401
"[8,17]",0.09225336796988752,0.008844722899957653
"[8,18]",0.049809535279658715,0.8664069862618294
"[8,19]",0.12592806330828485,-0.1639368137721323
"[8,20]",0.057021656469550513,0.029150800418012768
"[8,21]",0.24238002989052462,0.06097867465202117
"[8,22]",0.2248464523725403,-0.060210738441519716
"[8,23]",0.04506780378918881,0.025214020481927193
"[8,24]",0.08104898624364916,0.03526223855184006
"[8,25]",0.010227192435244337,-0.01117299980223592
"[8,26]",0.026855532130509018,0.019354167309597332
"[8,27]",0.145541260123072,0.04709883227970381
"[8,28]",0.48954202300768507,0.0834058645139315
"[8,29]",0.04775170486846174,0.02438652810450582
"[8,30]",0.04147061177873343,-0.027712976373577884
"[8,31]",0.00010225341938227363,0.001201031816999535
"[8,32]",0.01597537994944322,0.01461089385036267
"[8,33]",0.6579936711245835,0.10116486653915185
"[8,34]",0.07198236147300545,0.034768076283667036
"[8,35]",0.5773386930316027,0.0957507594334048
"[9,0]",0.21850823268439495,-0.06835110951440725
"[9,1]",0.12082441528463435,0.024553588784629057
"[9,2]",0.16586769589987088,0.036199636326588604
"[9,3]",0.1989545735392581,0.05222924531987036
"[9,4]",0.12746208769182446,0.04876326938854713
"[9,5]",0.04280094621044026,0.03081159676752712
"[9,6]",0.040847211894080575,-0.018421955937758444
"[9,7]",0.006957250235282436,0.010444543470539183
"[9,8]",0.01463931336304039,-0.018384968265221874
"[9,9]",nan,1.0
"[9,10]",0.01150789377531267,-0.026190889502287238
"[9,11]",0.11771849386081942,0.027370350064697582
"[9,12]",0.058211880992692686,0.038862946714897824
"[9,13]",0.0528058371672709,0.03945530726723056
"[9,14]",0.0065450934913470335,-0.04689053445043501
"[9,15]",0.07404045361898698,0.03559402036413616
"[9,16]",0.0035111975055292332,0.0034725888218048993
"[9,17]",0.024266287253601502,-0.03396540031915746
"[9,18]",0.18147485877642086,0.10355729587647926
"[9,19]",7.699952380509606,0.8796875964990266
"[9,20]",0.15014895539899026,-0.04783082953770354
"[9,21]",0.27406803031851273,-0.06455636965861614
"[9,22]",0.12505643612908565,-0.04344281088800328
"[9,23]",0.3346492230381118,-0.07106803253721748
"[9,24]",0.0005027791829054634,0.0024592606445444807
"[9,25]",0.008436559954687228,0.010647691240252942
"[9,26]",0.026743343142089794,0.019597173710657157
"[9,27]",0.17559034935745385,-0.05220089997612205
"[9,28]",0.0030948094784651373,0.005656369649599425
"[9,29]",0.0738502338422775,-0.03412137592211749
"[9,30]",0.03893307863863272,0.02550799227952252
"[9,31]",0.034759956348571715,-0.021372607098908092
"[9,32]",0.3588132938700009,0.0745080776799308
"[9,33]",0.04633631451953684,0.02571785381876535
"[9,34]",0.046765588047275805,0.026917911330080625
"[9,35]",0.04310069771065644,-0.025180660040252018
"[10,0]",32.49770649900365,0.8569700742307089
"[10,1]",0.08022703670105805,-0.03762186973682329
"[10,2]",0.17009527667002652,-0.05611193032617178
"[10,3]",0.13031718120837782,0.0312736707111295
"[10,4]",1.7354833215642826,-0.19159871660910177
"[10,5]",0.6598238093554176,-0.04227161238590476
"[10,6]",0.22362658533804478,0.043717935495465716
"[10,7]",0.01875770465229391,-0.008930173255796186
"[10,8]",0.04460193943772578,0.00432697022807918
"[10,9]",0.2525560942327106,-0.026190889502287238
"[10,10]",nan,1.0
"[10,11]",0.13217618930771527,-0.03604639408691641
"[10,12]",0.23150742320202716,-0.06282710559308405
"[10,13]",0.03279913323005951,0.006226054722717153
"[10,14]",7.8562723678466675,-0.3986122282258741
"[10,15]",0.310551447160195,-0.018374940180133838
"[10,16]",0.3522516383034631,0.05050511544304933
"[10,17]",0.1120295021109773,-0.02836722522604505
"[10,18]",0.27946470056319894,-0.08934415246974131
"[10,19]",0.5664122707121542,-0.05233852517952265
"[10,20]",0.02198362002074188,0.040447589079706504
"[10,21]",0.48847611513876926,0.1130122625578238
"[10,22]",0.2742216907812787,0.07049187069297104
"[10,23]",9.191177939886918,0.39851501653387994
"[10,24]",1.1814935456925242,-0.15045144281832432
"[10,25]",1.9598854915687476,-0.18625079053548235
"[10,26]",0.01362340420433746,0.014517671054901406
"[10,27]",3.8157133127114444,0.29378208121979815
"[10,28]",0.03735345182745919,0.02300786875686878
"[10,29]",41.26586003553313,0.8904829522295185
"[10,30]",0.0009646521839459739,-0.0044070814442921345
"[10,31]",1.790995281273421,0.19040041189191692
"[10,32]",1.6726344411429424,-0.1775295982998512
"[10,33]",0.2848448273979201,-0.021923979783397794
"[10,34]",1.1218052383948782,-0.1393710413488283
"[10,35]",0.6853431757514287,-0.08736623792624831
"[11,0]",0.2812555128431306,-0.055974192962246844
"[11,1]",6.575174491237683,0.8528982433211891
"[11,2]",1.2072130844758828,0.35066173881028007
"[11,3]",0.528738292859794,0.1776408618579278
"[11,4]",0.026895426088335114,-0.04538731387885139
"[11,5]",0.016859434594973494,-0.02083834579196622
"[11,6]",0.0817216007528275,-0.08244927821087904
"[11,7]",0.3813273904796781,-0.15472028157915382
"[11,8]",0.022935570191419497,0.029216058614310213
"[11,9]",0.1434051948470766,0.027370350064697582
"[11,10]",0.10189023200461449,-0.03604639408691641
"[11,11]",nan,1.0
"[11,12]",0.31144939995748,-0.07176404693514125
"[11,13]",1.0209140749252064,0.38997555690626096
"[11,14]",0.07293434201401325,-0.04582938141524848
"[11,15]",0.015200210554511548,-0.01275796227715271
"[11,16]",0.09371781414757857,-0.26480458324345396
"[11,17]",0.40161121770749997,-0.09250273690589171
"[11,18]",0.007400890321001727,0.06907952019033456
"[11,19]",0.3676689702123222,0.05898876672275545
"[11,20]",0.2848084219504145,-0.06591512663722673
"[11,21]",0.3769638015878903,-0.07574927757316381
"[11,22]",0.3927914720361397,-0.07735921568169642
"[11,23]",0.21763667157478575,-0.05666088307423401
"[11,24]",0.1393355460082642,0.04576333084116208
"[11,25]",0.010906048795117784,0.01202517809290782
"[11,26]",0.2027142891229253,-0.056130664881709647
"[11,27]",0.24465728109622215,-0.061145312908204456
"[11,28]",0.749312991820442,-0.10870699815009319
"[11,29]",0.12281040911369993,-0.041657480425266055
"[11,30]",0.5202055229264584,-0.08879699770776099
"[11,31]",0.0002242410853862071,0.0011113378664168495
"[11,32]",0.04439957949446173,0.02547225475134055
"[11,33]",0.1792566320880198,-0.05271772998290953
"[11,34]",0.22823523678821656,0.058766275586180756
"[11,35]",0.03182229023719415,0.02078355786386081
"[12,0]",0.2437617686316306,-0.06447129865982153
"[12,1]",1.5276449423273517,-0.3981615625834469
"[12,2]",9.29140268995532,0.824581720454465
"[12,3]",0.285701348991749,-0.05367050405208366
"[12,4]",0.0677835441325674,0.031211545266253537
"[12,5]",0.047725179894966406,0.0178491695620426
"[12,6]",0.023501752285941764,0.26684971724179657
"[12,7]",0.0626361836967756,-0.02586073916265163
"[12,8]",0.014100224759785705,0.013722451448000288
"[12,9]",0.2569349442197293,0.038862946714897824
"[12,10]",0.22958295321443337,-0.06282710559308405
"[12,11]",0.5359194781140116,-0.07176404693514125
"[12,12]",nan,1.0
"[12,13]",0.016338924641858415,0.005829223448483077
"[12,14]",0.5847161026060258,0.06774152626351727
"[12,15]",0.010515977603128454,0.010342557948523977
"[12,16]",0.36367446137655984,0.20336840566092687
"[12,17]",0.31256217635737704,-0.34555019338261245
"[12,18]",0.06793003071026078,0.037301184394912826
"[12,19]",0.22556260567040634,0.03063275040761097
"[12,20]",0.04943842627015869,-0.02713071680683682
"[12,21]",0.005243936826910864,-0.008894060837518378
"[12,22]",0.36207183032828655,0.07277049752852238
"[12,23]",0.03297145852404695,-0.02236344491807633
"[12,24]",0.10484682002006339,-0.04007325473955362
"[12,25]",0.014705672236160875,-0.01539511365955604
"[12,26]",1.074785095787179,0.1311663309912404
"[12,27]",0.1259371771319697,-0.04491223361490206
"[12,28]",0.1852081981275187,0.05844319152404099
"[12,29]",0.1556943056629198,-0.04982033925191386
"[12,30]",0.14806154264708724,0.03965597146030726
"[12,31]",0.2984480664985177,-0.06565100386076483
"[12,32]",5.491973009060181,0.2996785704742183
"[12,33]",0.016150644011690817,0.01415078313332382
"[12,34]",0.8617427308097423,-0.1167914588942024
"[12,35]",0.7668498281824123,-0.10951394738076746
"[13,0]",0.0017576665242161043,-0.0010373289558291124
"[13,1]",1.6171119715159583,0.2994056609111781
"[13,2]",1.0052230437985632,0.27268112648333787
"[13,3]",1.1030309858872227,0.7863922823480367
"[13,4]",0.2612114604960321,-0.09017590661008154
"[13,5]",0.236258514376431,-0.05582798052680132
"[13,6]",0.12382867604647022,-0.09381454330417648
"[13,7]",0.31108477039279236,0.09909730790022739
"[13,8]",0.19160942907294556,-0.08687540580964699
"[13,9]",0.011791425969742121,0.03945530726723056
"[13,10]",0.015685287422768476,0.006226054722717153
"[13,11]",2.1259133210505787,0.38997555690626096
"[13,12]",0.02827135319002997,0.005829223448483077
"[13,13]",nan,1.0
"[13,14]",0.11199427679017236,-0.050620651642188076
"[13,15]",0.2049181468470515,-0.044174805953929114
"[13,16]",0.02108646555440176,-0.013332596914807981
"[13,17]",0.11202588070164042,0.08329721122106293
"[13,18]",0.06188168991509464,-0.03546120733224735
"[13,19]",0.12318216655986788,0.07350975932668224
"[13,20]",0.007825591633625903,-0.010428958042944813
"[13,21]",0.007822806066835594,0.011321003308175332
"[13,22]",1.8922169933693076,0.17513642346803487
"[13,23]",0.08626266913794005,0.03765864572773293
"[13,24]",0.3965068997095074,-0.07772104597680289
"[13,25]",0.057662528502985304,-0.03018102293749757
"[13,26]",0.005318036007180458,0.011398705148534694
"[13,27]",0.06716914960172209,-0.03161657561729863
"[13,28]",0.24065306223502644,-0.05833366206850308
"[13,29]",0.0008119729980318656,-0.002090262038707395
"[13,30]",1.7760001084428356,0.16369449546406142
"[13,31]",0.08665203463801438,-0.03848802325045294
"[13,32]",0.18940026474055993,0.056252807658348815
"[13,33]",0.49516209564844627,-0.08781950715892145
"[13,34]",0.5269598644230449,-0.09226175998556882
"[13,35]",1.0244493647751527,-0.1277486789958832
"[14,0]",11.699460621053563,-0.4399081195899741
"[14,1]",0.012462132451368658,-0.05683662278751396
"[14,2]",0.1834835873978823,0.043501626926188
"[14,3]",0.0010773976520523098,0.001353891598559381
"[14,4]",7.705102935666607,0.8070820890823781
"[14,5]",0.1343116078359215,0.015644868618840308
"[14,6]",0.04444064752243343,-0.027818909452183595
"[14,7]",0.035026764170329315,0.024726318160054772
"[14,8]",0.19264420850638939,0.04336418221606943
"[14,9]",0.15928247150326466,-0.04689053445043501
"[14,10]",9.714154033511749,-0.3986122282258741
"[14,11]",0.013746539241055193,-0.04582938141524848
"[14,12]",0.33206852761236455,0.06774152626351727
"[14,13]",0.0042437633238584195,-0.050620651642188076
"[14,14]",nan,1.0
"[14,15]",1.238392177334405,-0.1717380302998861
"[14,16]",0.08962803394424954,-0.031679381055092055
"[14,17]",0.014099786052272674,0.016760159716139884
"[14,18]",0.0029361967083635547,-0.005246374382621404
"[14,19]",0.4339383583613297,-0.061554576878562126
"[14,20]",0.5926904174138629,-0.10063622554090468
"[14,21]",1.926994781262517,-0.1784133026514368
"[14,22]",0.41117912042270216,-0.08044053914694385
"[14,23]",2.27154839251705,-0.18725177024622686
"[14,24]",0.32260482370032156,0.0710910436811643
"[14,25]",0.0005904064846167092,-0.00811669203465996
"[14,26]",0.002104206996261009,-0.0064306940708965775
"[14,27]",5.068796425293701,-0.2897849980564232
"[14,28]",0.05556493796471872,-0.037327474422318825
"[14,29]",11.004404894212469,-0.42113441896623915
"[14,30]",0.09369392595704946,0.041721953778239375
"[14,31]",1.4219448174368465,-0.15021697613815324
"[14,32]",0.9476691312530443,0.12661850251402132
"[14,33]",1.762744442474353,-0.18307801811041644
"[14,34]",0.6096392871694228,0.09729401947225892
"[14,35]",0.4141812320996025,-0.08969721596950939
"[15,0]",1.399519278274417,-0.08758488059511109
"[15,1]",0.1524972343753349,-0.01207051638538532
"[15,2]",0.06295474765258267,-0.013966313656316209
"[15,3]",0.6473579807555431,-0.04489867956079814
"[15,4]",22.01280601808365,-0.4181607409770718
"[15,5]",51.15839282968657,0.9292931847160188
"[15,6]",0.5902096466744677,0.04547250787146224
"[15,7]",0.47826925502019685,-0.04423115039927543
"[15,8]",0.8262769153684786,0.10343057100141861
"[15,9]",0.021704798508762134,0.03559402036413616
"[15,10]",0.12733428325650017,-0.018374940180133838
"[15,11]",0.15130771305996468,-0.01275796227715271
"[15,12]",0.12452021590144471,0.010342557948523977
"[15,13]",0.7480950082634343,-0.044174805953929114
