Index,PC Value
"[0,0]",-0.008465475222105353
"[0,1]",-0.2299466496160743
"[0,2]",1.4017429021913965
"[0,3]",38.816219868030366
"[1,0]",nan
"[1,1]",-4.161745594535997
"[1,2]",0.06630794456723342
"[1,3]",0.11402265558953856
"[2,0]",-0.1738997239498489
"[2,1]",-0.3120930291915933
"[2,2]",0.09770596014073221
"[2,3]",0.0006375271659877906
"[3,0]",-0.14589417094481325
"[3,1]",-0.7169627812873589
"[3,2]",0.006347849188786748
"[3,3]",-0.0008756840222596803
