File,TAB,TBA,Error TAB,Error TBA,Significant TAB,Significant TBA
0w,-0.11597895326791274,0.04991496940074924,0.024162876250821547,0.05504627638259873,"(True, -4.799881937232924, 1.5875919328056654e-06)","(False, 0.9067819420484616, 0.36452212103754444)"
1w,-0.11597895326791274,0.04991496940074924,0.024742665939453828,0.05792055555151529,"(True, -4.6874073130081175, 2.7668794371216165e-06)","(False, 0.8617833327989097, 0.3888067583447672)"
2w,-0.0013578620585605883,0.21006098146009222,0.028580865242313312,0.05636080069018363,"(False, -0.04750948045303768, 0.9621071745604846)","(True, 3.727075891181911, 0.0001937141435868206)"
3w,-0.0013578620585605883,0.21006098146009222,0.023468855562266685,0.056806715366106784,"(False, -0.05785804318229151, 0.9538617037947388)","(True, 3.697819529016867, 0.0002174594002353203)"
4w,-0.0013578620585605883,0.21006098146009222,0.027290239439848082,0.0544229870476387,"(False, -0.04975632630682947, 0.9603165701043934)","(True, 3.859784125340587, 0.000113487236126808)"
5w,-0.0013578620585605883,0.21006098146009222,0.025243638576339003,0.05451806710034628,"(False, -0.053790266979710274, 0.9571022641190912)","(True, 3.8530526233340723, 0.00011665430678342581)"
6w,-0.0013578620585605883,0.21006098146009222,0.026576528799153495,0.05177975267586025,"(False, -0.05109252863014369, 0.9592517895082109)","(True, 4.056817010600029, 4.9746026544505995e-05)"
7w,-0.0013578620585605883,0.21006098146009222,0.02387679715862845,0.05791065479166962,"(False, -0.05686952272281178, 0.9546491323513917)","(True, 3.6273287224220656, 0.0002863686151728384)"
8w,-0.0013578620585605883,0.21006098146009222,0.02428656911800241,0.05460488064164035,"(False, -0.05590999914245086, 0.9554135051277719)","(True, 3.8469268496103046, 0.00011960866110549695)"
9w,-0.0013578620585605883,0.21006098146009222,0.027466331528113737,0.05377591996954839,"(False, -0.04943732864983153, 0.9605707805572223)","(True, 3.9062275750752966, 9.374822536423189e-05)"
10w,-0.0013578620585605883,0.21006098146009222,0.025135318178815376,0.060074766398531675,"(False, -0.05402207558705287, 0.9569175761457895)","(True, 3.49665914747904, 0.0004711233796994563)"
11w,0.014401980761268751,0.20837974089294065,0.021791200244602224,0.0554990233547545,"(False, 0.6609081004997045, 0.5086712508622475)","(True, 3.7546559974751186, 0.0001735797105968384)"
12w,0.014401980761268751,0.20837974089294065,0.025598053561811433,0.05290863860003947,"(False, 0.5626201510397029, 0.573693567297318)","(True, 3.938482380319368, 8.199861441871015e-05)"
13w,0.014401980761268751,0.20837974089294065,0.023354445519864042,0.050582007719973475,"(False, 0.6166697791655639, 0.5374525584854988)","(True, 4.119641554098634, 3.794622472219622e-05)"
14w,0.014401980761268751,0.20837974089294065,0.025500849627340318,0.05493680087629081,"(False, 0.5647647420275717, 0.5722337916144813)","(True, 3.7930810962614956, 0.00014878953710240062)"
15w,0.014401980761268751,0.20837974089294065,0.02443457551977125,0.05521484300698858,"(False, 0.5894099019487931, 0.5555863356721056)","(True, 3.7739805013402985, 0.0001606633235593513)"
16w,0.014401980761268751,0.20837974089294065,0.023134028359215304,0.053709552915343656,"(False, 0.6225453058862447, 0.5335833625440443)","(True, 3.879751917156828, 0.00010456305675132782)"
17w,0.010016139306433747,0.20038264516896476,0.029512353767371727,0.05247646663492509,"(False, 0.3393880198572095, 0.7343174423816254)","(True, 3.8185239597591822, 0.0001342525470671152)"
18w,0.010016139306433747,0.20038264516896476,0.02571759490027147,0.0505255091594997,"(False, 0.3894664079310161, 0.6969311554869373)","(True, 3.965969833899026, 7.309810781275239e-05)"
19w,0.010016139306433747,0.20038264516896476,0.026697306487001853,0.055801166159265156,"(False, 0.37517415141899485, 0.707530952699807)","(True, 3.591011782747366, 0.0003293967423654287)"
20w,0.010016139306433747,0.20038264516896476,0.024104470178947363,0.05281285711945293,"(False, 0.4155303656158249, 0.6777536907046393)","(True, 3.7942019443435187, 0.00014811908817491393)"
21w,0.011225978466594233,0.18936315040014406,0.02546144176389583,0.05420504474412811,"(False, 0.4409011308429754, 0.6592845749580873)","(True, 3.493459903852534, 0.0004768045802816534)"
22w,0.011225978466594233,0.18936315040014406,0.023556519716903403,0.0526664601691854,"(False, 0.47655505148915656, 0.6336789970918977)","(True, 3.595516953139343, 0.0003237480430779982)"
23w,0.011225978466594233,0.18936315040014406,0.025218814210574075,0.05581392894040332,"(False, 0.44514299414947345, 0.6562164199614715)","(True, 3.3927579368644905, 0.0006919275361820798)"
24w,0.012389955496035832,0.17521539941764885,0.02448756827183006,0.05775802430450979,"(False, 0.5059692068439868, 0.6128782669004829)","(True, 3.033611373094836, 0.0024164549756700016)"
25w,0.012389955496035832,0.17521539941764885,0.02638375114556066,0.0590000824396802,"(False, 0.4696055321201197, 0.6386368715182056)","(True, 2.969748382924439, 0.0029804375945736705)"
26w,0.012923226111244412,0.1633597994367868,0.023713686504293893,0.05713060810333488,"(False, 0.5449690881636803, 0.5857747779594424)","(True, 2.8594094279779076, 0.004244305990164454)"
27w,0.012923226111244412,0.1633597994367868,0.02354383726629682,0.05538126603732375,"(False, 0.5489005876601138, 0.583073674868211)","(True, 2.9497303172284255, 0.0031805141616567667)"
28w,0.012182857472280872,0.15394381695842085,0.024936474473501644,0.05742705039437734,"(False, 0.48855572928830804, 0.6251562618844431)","(True, 2.680684727862907, 0.007347170011158255)"
29w,0.012182857472280872,0.15394381695842085,0.02460391224992901,0.06128110895159326,"(False, 0.49515936118313963, 0.6204876343795984)","(True, 2.5120925451924028, 0.012001761024919011)"
