Source,Target,InfoFlow,Error_InfoFlow,Tau,Error_Tau,R,Error_R
Var1,Var1,-5.057216425198682e-10,5.103428730816355e-10,15.032181964828995,0.3816207673772467,1.0,0.0
Var1,Var2,-6.97016676126634e-05,2.1393085320036446e-05,0.022458196247095844,0.0069283471832968955,-0.08463117046098415,0.0034926938589756856
Var1,Var3,-0.0006422480772319844,9.503593009515737e-05,0.1524554577892839,0.022255327112371562,0.03098466777743591,0.0030662818955932984
Var1,Var4,1.6905255189894615e-05,8.034747609409796e-05,0.0027132724426787796,0.012888631567170789,-0.03954077611430173,0.0030569979058143724
Var1,Var5,-3.9318138304255085e-05,0.0002560517860474258,0.00778620185751608,0.05049980736640344,-0.0821000096916112,0.0030324442442897655
Var1,Var6,0.00011290108334980344,8.442032541062635e-05,0.01626832470574843,0.01208049270342553,-0.021828624214626745,0.0032766101391499196
Var1,Var7,-0.0010849669210517673,0.0002031783945976064,0.2312026934536811,0.04209311929245928,-0.056286816413658285,0.0033100445560479788
Var1,Var8,-0.0003878008659038233,0.00011115240397469836,0.027768834080565893,0.007926942360370014,-0.020534288561981768,0.002855349570872339
Var1,Var9,-3.798263152154189e-07,9.670594191815127e-05,2.63774976914969e-05,0.006696237836893566,0.02028688138521982,0.0029051191108589265
Var1,Var10,0.0011905069293622276,0.00019520964523847838,0.1345735377784668,0.021955892701532847,0.024930868905474298,0.0030796311515908057
Var1,Var11,0.0001722228589961463,0.00010125499054406554,0.019279585143308547,0.011369845837528963,-0.02137823863346133,0.0030020359027553576
Var1,Var12,-0.0006156366482226604,0.0001903840043261843,0.1544639554356546,0.04796727993067937,-0.07239980299980757,0.003346645672174307
Var1,Var13,-0.0003270788758376697,8.201474245093091e-05,0.03218660723208005,0.008013499901914928,0.013466538868613162,0.003078517170364615
Var1,Var14,-4.783408419213877e-05,0.00010791346367812456,0.003733194162286752,0.00841974764960178,-0.062051832879803856,0.0031315508582817047
Var1,Var15,0.0009805677078995375,0.0003435015287600856,0.08203421377274338,0.028649670366970584,-0.11177439114763092,0.0031213725780633726
Var1,Var16,0.0015303573251378123,0.00017777244833327874,0.13438171362731702,0.015570545210207544,0.03337310219662551,0.003130636621114283
Var1,Var17,-0.0011648650127930992,0.0001569504201393369,0.09434320549904171,0.012260826074270474,-0.07374987773344213,0.0035267570523321626
Var1,Var18,-0.00010894062576772861,5.3796274110735444e-05,0.010198504836913945,0.005024224530947156,-0.009347834040376972,0.0029378674471009047
Var1,Var19,-0.0002519320004636125,0.00015653731429095738,0.023845284666582645,0.014741473943267329,0.03599735036569065,0.0029942161062276587
Var1,Var20,4.975662660872719e-05,0.00012077333413926947,0.004450719006269711,0.010774831666986858,0.0012971363352797176,0.003092130899296417
Var1,Var21,0.0007378985872962409,0.00015013460228358665,0.06912196469615721,0.014028466214436154,-0.018401448527410182,0.003008102177738428
Var1,Var22,4.223522459081092e-08,6.25788151244213e-08,0.0510048366497359,0.07262307382239477,-0.1483809289947374,0.0032190157325394857
Var1,Var23,1.0045516696686957e-07,3.440733140672027e-08,0.06799508880808439,0.022301190782718968,0.06484781903649009,0.0033694715370753314
Var1,Var24,-4.433217221844038e-07,1.7231807056059643e-07,0.4526233857358875,0.17173703865801548,-0.17480149014571586,0.0032015738190185675
Var1,Var25,3.970950898652005e-07,1.3274201634669508e-07,0.1773936333532032,0.059035015555701925,-0.008224604322060066,0.0027554737306137857
Var1,Var26,4.4969036897972685e-09,6.1352395630190216e-09,0.004925934854447619,0.006594764437136706,0.01070297340230875,0.0034602942749612717
Var1,Var27,-5.671755290179938e-07,1.2322227169583647e-07,0.2198769513963766,0.04597858602654525,-0.10701934557475422,0.0036036499475756005
Var1,Var28,-4.1931253037655735e-10,1.7052679426393302e-10,0.0009611225691977946,0.00039391351216770486,0.00904696421569948,0.0037084697105544814
