Source,Target,InfoFlow,Error_InfoFlow,Tau,Error_Tau,R,Error_R
Var1,Var1,-0.8242460732260948,0.0034920044565287787,59.48849587244646,0.2006039285917794,1.0,0.0
Var1,Var2,1.0346882761618965e-05,1.8310106365319427e-05,0.0009531228512748742,0.0016781494788701268,-0.002929947732174531,0.0029394226001216413
Var1,Var3,-5.748141355760426e-07,1.1327054149040703e-05,4.861400861543708e-05,0.0009576046448601886,-0.0012074861805368158,0.002956368869185577
Var1,Var4,9.692467889936608e-07,2.0723129486155533e-05,6.563407999512094e-05,0.0014036599698772207,0.004485782132038729,0.0030684338776244286
Var1,Var5,4.9661600315177706e-05,0.00010046904121632113,0.0030685970620544065,0.006208108361567415,-0.02581110174436679,0.0031274542980116254
Var1,Var6,-0.0005117275262467334,0.00013420640339831117,0.03322662282670078,0.00869384271583175,0.033221775101947376,0.0032971762796266
Var1,Var7,4.317377667457183e-06,1.6405305063849805e-05,0.00028572197991018545,0.0010835465582562547,0.0012195076233128723,0.0029740271423770136
Var1,Var8,-3.860911559900186e-06,1.8423259833351557e-05,0.00025335055222112495,0.0012073038651266611,-0.001006531599942294,0.003024072152002691
Var1,Var9,0.00014959820964118402,8.035442194235871e-05,0.009688316534911583,0.005204124022539276,-0.01986325786402394,0.002925708903075407
Var1,Var10,-0.0001269504363672185,7.492242126569947e-05,0.00832192537393072,0.00490698813604549,-0.01836735865071455,0.0030814748805617813
Var1,Var11,-0.004914600134798691,0.002030875540025111,0.32196774955781887,0.13298824015707003,0.5375026391057708,0.0025824924642825456
Var1,Var12,5.152896981210478e-06,1.8651955840823675e-05,0.00022582503668165687,0.0008171362442751359,-0.0037668169553206642,0.003155997214414149
Var1,Var13,-1.901989798308801e-07,1.193639145085006e-05,7.4965886031754576e-06,0.00047030829185337443,-0.00010674560056063949,0.0029918433476649104
Var1,Var14,4.0401415208811965e-07,1.2915702141446272e-05,2.4725936592659533e-05,0.0007893852876970735,-0.0003448820676760433,0.003220277550154307
Var1,Var15,0.0004412957393114719,0.0001470070687588,0.02710271611685011,0.009018882561591682,-0.03699480821070761,0.0032634346160147327
Var1,Var16,-0.0003434977326791817,0.00012692533465458354,0.022119039774962875,0.008171712653517954,0.03229945026860562,0.0032798236250129458
Var1,Var17,8.558295499720967e-06,2.2298253049629894e-05,0.0005341742779076575,0.0013906640143693252,0.0014249076467924165,0.00293258159220828
Var1,Var18,2.2207349335629052e-06,1.4442466526805346e-05,0.00013132453753260306,0.0008535088898021443,-0.0009285112486447668,0.003118674179568248
Var1,Var19,2.7358838117666446e-06,1.346618000964951e-05,0.00018248276986927362,0.000897110295615181,-0.001561878005803768,0.0028794743408293113
Var1,Var20,-9.883629286771759e-05,7.223436066203867e-05,0.006591500863800509,0.004801383853140545,-0.017734208223028618,0.003029264315686262
Var1,Var21,-3.6487421325295975e-08,1.0232399263891038e-07,0.0020601345443145213,0.005673575975269589,0.005881765108786273,0.0033635188201358536
Var1,Var22,-1.7323624658602795e-07,1.9387353085866228e-07,0.01997624552333318,0.023765642040377233,0.005093830825478759,0.003204402586669144
Var1,Var23,4.0643421167734944e-08,7.998996804670494e-07,0.0007523209393819305,0.014432590717321237,-0.008908645090851685,0.0031688351361452397
Var1,Var24,-1.2813896340383293e-06,6.733544635268119e-06,0.0016577355013067598,0.008710582069585509,0.0006186908701354686,0.0031720354375420414
Var1,Var25,-6.009143676850124e-08,1.6015514989812095e-07,0.002215986695889919,0.005879269503884171,0.007360054572714797,0.003049681373888443
Var1,Var26,-6.558090356656302e-08,3.113424928733205e-07,0.0013319419936335536,0.006914539234528718,0.0032484479487289862,0.0030447306024031103
Var1,Var27,5.360576329675666e-10,8.914848568450342e-10,0.00014322497778793312,0.00023717426314107676,-0.004709238167152579,0.0031066834229059675
Var1,Var28,2.69163195785304e-09,6.013728391675368e-09,0.00024197079007058777,0.0005409555828182772,-0.0015279282072234084,0.0030477776048582353
Var1,Var29,-1.2524443632634139e-07,1.2009946981534568e-06,0.000152257537453939,0.0014492096058113825,-0.005329566704478861,0.003047507721578157
Var1,Var30,-2.6084652081773977e-05,1.775300762569643e-05,0.028545358435725567,0.019499321151334965,0.03977576613917451,0.0030037170126233316
Var1,Var31,1.7934306894287502e-07,1.6196770029068995e-06,0.00035722893410796406,0.0032372214763457426,0.005944721611615658,0.0030299792252056466
Var1,Var32,-5.710304360845151e-07,6.025190816598136e-07,0.001901602218664191,0.002006359978694521,0.007942082585441856,0.0030331427618162
Var1,Var33,-1.538948494103757e-06,2.874561382157013e-06,0.0015825828725082017,0.002953876237095466,0.009866717152865604,0.003330337823036068
Var1,Var34,-1.303967923760937e-05,8.029114476667853e-06,0.023610877035970597,0.014303963043196217,0.01583097691721712,0.003141217854336292
Var1,Var35,-1.3755778652112698e-08,1.5757553817573185e-08,0.0007525770567629951,0.0008647939356361654,0.0065504048795357326,0.0033566771919068
Var1,Var36,-2.8281068658733156e-07,2.6284847074274197e-07,0.005793962393089502,0.005398083799246457,0.0041002748936034075,0.003209667706241865
Var2,Var1,-1.1927278275517044e-05,4.348648572128391e-05,0.0008608301179834518,0.003137838353239594,-0.002929947732174531,0.0029394226001216413
Var2,Var2,-0.33823672750478645,0.011501017689383908,31.15732163517837,0.9933450178138048,1.0,0.0
Var2,Var3,0.010713907752282207,0.000910689104695969,0.9061120308958414,0.07478418400140226,-0.03136825788687094,0.0024603809085140846
Var2,Var4,-0.0160951699490478,0.0017532880039436915,1.0899099011384799,0.11587278085876189,0.13922601199673562,0.0025549810068113284
Var2,Var5,5.244294147993647e-06,5.555687214317786e-05,0.00032404565122651013,0.0034338815469674693,-0.003236194212914142,0.0027448977301899142
Var2,Var6,2.133427181794261e-05,5.394935417022705e-05,0.001385240712330386,0.0034918254822154577,-0.0028997757703133164,0.0029325247713538824
Var2,Var7,0.005955528820344057,0.001217268961036159,0.3941340362199738,0.07986162378068198,-0.09973605864678005,0.003060485873008289
Var2,Var8,0.0009979600543034352,0.0002790102977598315,0.06548550178625058,0.018207908837205817,0.018314944442407197,0.003212975762058409
Var2,Var9,-1.4536935671877046e-07,5.1289184585883074e-05,9.414446508056332e-06,0.003319666199245755,1.2226971128628417e-05,0.0030988553970801636
Var2,Var10,-5.056465778373821e-06,5.3017673715999185e-05,0.000331464247525244,0.003469685560345425,0.00043527699522470225,0.0031421290339330925
Var2,Var11,-9.325878286214718e-07,3.929917969417992e-05,6.109616168367425e-05,0.0025737212202681173,0.00148853041055961,0.0028556657553006452
Var2,Var12,0.3755332973152548,0.01020572761743602,16.45769766999675,0.31440192203858536,0.8672441648072847,0.000647447951114423
Var2,Var13,0.2355584971338414,0.005034234487479853,9.284409130716012,0.18016528015229855,-0.44421133276228325,0.0020532949657647084
Var2,Var14,-0.033806342543353886,0.0029502281810073186,2.0689707967813455,0.1721888944119558,0.24252814903432837,0.002647328340498922
Var2,Var15,2.1474997755353366e-05,6.411271639487018e-05,0.0013189131820793114,0.003935422953803228,-0.003936398048535178,0.0026871473996329808
Var2,Var16,1.2395533263362942e-06,4.0277741331610446e-05,7.981924397162613e-05,0.002592308814929177,-0.00020856377274623152,0.003061299893613276
Var2,Var17,0.017511185012306526,0.0026947569723053677,1.0929775221667923,0.16478026670172147,-0.2240437988601644,0.003004527830921597
Var2,Var18,0.046349576054171206,0.002342221840757355,2.740910924646302,0.1327577277283349,0.1889392522521323,0.0031189471700943366
Var2,Var19,-1.6776077755408703e-05,5.107038860068664e-05,0.001118960214312786,0.003403417377385605,0.0023661325274613033,0.0031488733690885748
Var2,Var20,1.6029980611584924e-06,4.1479760997183536e-05,0.00010690570030725947,0.0027551073448402004,-0.000302089276144096,0.003163919316572855
Var2,Var21,5.913026953999712e-08,3.9620077459620274e-07,0.0033385837219887075,0.02207536189813735,0.007569302759541962,0.003102869944601789
Var2,Var22,6.452150010609667e-07,6.801829908078172e-07,0.07440113446541899,0.07870847237595124,-0.005819722758533248,0.0032080300537285626
Var2,Var23,6.945290804904569e-07,2.504621857735374e-06,0.012855924901259202,0.04514860385256646,0.008704721124781305,0.003136864189306189
Var2,Var24,6.750019739186727e-06,9.24547578128405e-06,0.008732509658991453,0.011937473586627334,-0.003001623146355438,0.0032248780512087087
Var2,Var25,2.5548388406841727e-09,2.7411386989575885e-07,9.421457008773992e-05,0.010055822126482022,-0.0029979684865847505,0.0030862542778994926
Var2,Var26,2.6637348997045467e-07,2.0240729013046753e-06,0.005410020569818278,0.04597036178591487,0.008745365859616307,0.0032094523442625545
