# time X1 X2
1.335033375834395883e+02 5.265044882670532472e-02 8.599576987731374911e-02
1.335133378334458598e+02 4.282941681095479153e-02 7.310701728692739487e-02
1.335233380834521029e+02 4.742732521206591972e-02 7.182551745843443469e-02
1.335333383334583459e+02 5.640505351417437335e-02 6.340103575805353109e-02
1.335433385834645890e+02 6.554371882842228991e-02 3.645752355786099907e-02
1.335533388334708604e+02 7.264009661920556304e-02 2.915688984271880280e-02
1.335633390834771035e+02 7.072422274770220896e-02 3.491771835160471099e-02
1.335733393334833465e+02 6.497201345722423971e-02 3.030714729523561676e-02
1.335833395834895896e+02 5.700280152245750659e-02 2.855418042007465407e-02
1.335933398334958611e+02 4.150055524331579260e-02 3.867857923789081581e-02
1.336033400835021041e+02 5.119747959215066591e-02 4.691130752594957487e-02
1.336133403335083472e+02 4.917295095455916087e-02 6.605136657496926689e-02
