Source,Destination,TE_Kraskov,Null Mean,Null Std Dev,P-value,Surrogates
0,1,0.018564542600815248,-0.02041243558464862,0.005825125796338996,0.0,100
0,2,-0.0010565329566589177,-0.008049893985859233,0.007081768486982418,0.13,100
0,3,-0.011741030838561373,-0.015408988207147156,0.006088993562601516,0.32,100
0,4,0.009273846348947568,-0.011450409853221233,0.006404173862067299,0.0,100
0,5,0.016875997056033987,-0.023332411872087015,0.0048811964045410135,0.0,100
0,6,-0.008345436360935765,-0.01776533043226858,0.00558140204099111,0.04,100
0,7,0.017028482994311367,-0.019095355533790385,0.005314171064245492,0.0,100
0,8,0.020102439568492114,-0.024285357545944252,0.005734901023053639,0.0,100
0,9,0.010321945609576055,-0.008664373077170148,0.006517185257789533,0.0,100
0,10,0.014660436283607747,-0.018462781223162337,0.005419954442397328,0.0,100
0,11,0.021272325064057462,-0.023527175291849,0.00514020708087679,0.0,100
0,12,-0.008919581516195929,-0.01065150509726739,0.0066168445346326205,0.36,100
0,13,0.005318367635940624,-0.02168870315111925,0.005529220012834617,0.0,100
0,14,0.039914695697636504,-0.014687287126657273,0.006962722791184082,0.0,100
0,15,0.012836600544951282,-0.023008250052531334,0.005737212375565394,0.0,100
0,16,0.02011077806774897,-0.02000553506444651,0.006284667303051471,0.0,100
0,17,0.018880050358701772,-0.015924812760328356,0.006131496580204096,0.0,100
0,18,0.02887275453708471,-0.022875114450358135,0.005280979130995514,0.0,100
0,19,0.002957984616930587,-0.010902054157171173,0.0069988693109758636,0.03,100
0,20,0.06536596504858033,-0.0721229172604769,0.004037191924291781,0.0,100
0,21,0.082708460046727,-0.08198551777837121,0.003343390490989663,0.0,100
0,22,0.0024650480943841924,-0.014039583123751332,0.0072551140264805365,0.01,100
0,23,0.09009078233941353,-0.0016496974686189686,0.007225866824593012,0.0,100
0,24,0.0734200114737441,-0.0623723178000288,0.004179360276059599,0.0,100
0,25,0.05694602001480631,-0.047450057418461755,0.004739646105011938,0.0,100
0,26,0.0834976220318761,-0.1032991918804727,0.0025596353383120765,0.0,100
0,27,0.05336636049665672,-0.10424006230556035,0.0026590048391574093,0.0,100
0,28,0.004872457672773778,-0.002372698976723197,0.007472335246547344,0.21,100
0,29,-0.013859614326703462,-0.003843433277888477,0.00733514658417125,0.89,100
0,30,0.002065250308905031,-0.0022094454166890587,0.00715823951450966,0.28,100
0,31,0.04295332436563137,-0.050386268550802533,0.004391817977583724,0.0,100
0,32,0.005088974421395331,-0.0018443011887824285,0.007844720661937327,0.18,100
0,33,-0.0089192862729926,-0.0021227639813221283,0.0071980388895876565,0.8,100
0,34,0.0973318298082414,-0.10005952212039362,0.0024747487330375726,0.0,100
0,35,0.22774044377138708,-0.045214958640412695,0.00421509958122267,0.0,100
